Wavelength,Melanopic lux,Wavelength,CIE Scotopic 1951,Wavelength,CIE Photopic 1924,Wavelength,Photosynthesis,Wavelength,Cleve Moth Attraction,Wavelength,Bee Attraction,Wavelength,Green Turtle 92,Wavelength,Juvenile Salmon,Wavelength,Chelonia,Wavelength,Shearwater,Wavelength,Starry Light,Wavelength,Skyglow Rayleigh City Center,Wavelength,Skyglow Mie Remote,Wavelength,Loggerhead Hatchling Attraction,Wavelength,van Grunsven Insect Phototaxis
,,639,0.001621,619,0.393032,659,0.83,509,0.485635658,509,0.651245929,639,-0.009647885,609,0.143392048,609,0.653880406,609,0.937924989,,,,,,,609,0.976160275,539,0.428607835
,,640,0.001497,620,0.381,660,0.83,510,0.482882813,510,0.657383452,640,-0.009160164,610,0.143820541,610,0.652297701,610,0.934605861,,,,,,,610,0.977317599,540,0.426525969
,,641,0.001382,621,0.3689184,661,0.83,511,0.480439576,511,0.662066478,641,-0.008611681,611,0.144023862,611,0.650625031,611,0.931121859,,,,,,,611,0.978482184,541,0.42429478
,,642,0.001276,622,0.3568272,662,0.83,512,0.477983276,512,0.6710209,642,-0.008004775,612,0.144009067,612,0.648851539,612,0.927454759,,,,,,,612,0.979650704,542,0.421915623
,,643,0.001178,623,0.3447768,663,0.83,513,0.475513502,513,0.685587889,643,-0.007341797,613,0.143783264,613,0.646966299,613,0.923586218,,,,,,,613,0.980819813,543,0.419390031
,,644,0.001088,624,0.3328176,664,0.83,514,0.47303046,514,0.700317035,644,-0.006625117,614,0.143353615,614,0.64495832,614,0.919497783,,,,,,,614,0.981986144,544,0.416719721
,,645,0.001005,625,0.321,665,0.83,515,0.47053415,515,0.720407535,645,-0.005857121,615,0.142727337,615,0.642816535,615,0.915170886,,,,,,,615,0.983146304,545,0.413906589
,,646,0.000928,626,0.3093381,666,0.83,516,0.468301515,516,0.733399729,646,-0.005040208,616,0.141911698,616,0.640529818,616,0.910586841,,,,,,,616,0.984296882,546,0.410952706
,,647,0.000857,627,0.2978504,667,0.83,517,0.466056477,517,0.744496131,647,-0.004176798,617,0.140914021,617,0.638086968,617,0.905726854,,,,,,,617,0.985434443,547,0.40786032
,,648,0.000792,628,0.2865936,668,0.83,518,0.463799451,518,0.751742545,648,-0.003269326,618,0.139741681,618,0.635476719,618,0.900572011,,,,,,,618,0.986555531,548,0.404631852
,,649,0.000732,629,0.2756245,669,0.82,519,0.461530231,519,0.758591519,649,-0.002320239,619,0.138402108,619,0.632687767,619,0.895103286,,,,,,,619,0.987656668,549,0.401269892
,,650,0.000677,630,0.265,670,0.82,520,0.459248815,520,0.783038505,650,-0.001332006,620,0.136902782,620,0.629714405,620,0.889301538,,,,,,,620,0.988734352,550,0.397777194
,,651,0.000626,631,0.2547632,671,0.82,521,0.457056716,521,0.775951524,651,-0.000306781,621,0.135251241,621,0.626563076,621,0.883147514,,,,,,,621,0.989785061,551,0.394156678
,,652,0.000579,632,0.2448896,672,0.82,522,0.454853022,522,0.787530527,652,0.000754589,622,0.133455075,622,0.623241851,622,0.876621842,,,,,,,622,0.990805251,552,0.390411417
,,653,0.000536,633,0.2353344,673,0.81,523,0.452637313,523,0.817235069,653,0.001851584,623,0.131521806,623,0.619758849,623,0.869705041,,,,,,,623,0.991791355,553,0.386544641
,,654,0.000496,634,0.2260528,674,0.81,524,0.450410009,524,0.818430069,654,0.002983676,624,0.12945803,624,0.616122253,624,0.862377513,,,,,,,624,0.992739784,554,0.382559727
,,655,0.000459,635,0.217,675,0.8,525,0.44817069,525,0.852762173,655,0.004150333,625,0.127269913,625,0.612340305,625,0.854619544,,,,,,,625,0.993646928,555,0.378460195
,,656,0.000425,636,0.2081616,676,0.79,526,0.445278238,526,0.843481525,656,0.005351021,626,0.124963654,626,0.608421295,626,0.846411308,,,,,,,626,0.994509156,556,0.374249702
,,657,0.0003935,637,0.1995488,677,0.79,527,0.442371543,527,0.864057572,657,0.0065852,627,0.122545498,627,0.604373577,627,0.837732866,,,,,,,627,0.99532281,557,0.369932038
,,658,0.0003645,638,0.1911552,678,0.78,528,0.439450604,528,0.872789863,658,0.00785233,628,0.120021737,628,0.600205562,628,0.828564159,,,,,,,628,0.996084215,558,0.365511115
,,659,0.0003377,639,0.1829744,679,0.77,529,0.436515209,529,0.884494123,659,0.00915186,629,0.117398701,629,0.595925716,629,0.81888502,,,,,,,629,0.996789674,559,0.360990968
,,660,0.0003129,640,0.175,680,0.76,530,0.433565782,530,0.896078171,660,0.010483241,630,0.114682768,630,0.59154256,630,0.808675165,,,,,,,630,0.997435463,560,0.356375739
,,661,0.0002901,641,0.1672235,681,0.75,531,0.430627923,531,0.915284394,661,0.011845916,631,0.111880351,631,0.587064676,631,0.797914195,,,,,,,631,0.998017844,561,0.351669679
,,662,0.0002689,642,0.1596464,682,0.74,532,0.427676131,532,0.917500404,662,0.013239326,632,0.108997917,632,0.582500703,632,0.786581598,,,,,,,632,0.998533047,562,0.346877132
,,663,0.0002493,643,0.1522776,683,0.73,533,0.424709979,533,0.93871581,663,0.014662907,633,0.106041968,633,0.577859333,633,0.774656745,,,,,,,633,0.99897729,563,0.342002536
,,664,0.0002313,644,0.1451259,684,0.72,534,0.421729681,534,0.94914874,664,0.016116091,634,0.103019055,634,0.573149317,634,0.762118897,,,,,,,634,0.999346761,564,0.337050408
,,665,0.0002146,645,0.1382,685,0.71,535,0.418735236,535,0.974043536,665,0.017598307,635,0.099935765,635,0.568379501,635,0.748947215,,,,,,,635,0.999637632,565,0.33202534
,,666,0.0001991,646,0.1315003,686,0.7,536,0.41580524,536,0.990736547,666,0.019108978,636,0.096798736,636,0.563564465,636,0.735137829,,,,,,,636,0.999846049,566,0.32693199
,,667,0.0001848,647,0.1250248,687,0.69,537,0.41286139,537,0.979167618,667,0.020647524,637,0.093614646,637,0.558730658,637,0.72073656,,,,,,,637,0.999968137,567,0.321775073
,,668,0.0001716,648,0.1187792,688,0.67,538,0.40990347,538,0.984154861,668,0.022213358,638,0.090390212,638,0.553906156,638,0.705798511,,,,,,,638,1,568,0.316559354
,,669,0.0001593,649,0.1127691,689,0.66,539,0.406931913,539,0.999716918,669,0.023805896,639,0.087132204,639,0.549119216,639,0.690379145,,,,,,,639,0.999937718,569,0.311289637
,,670,0.000148,650,0.107,690,0.65,540,0.403946286,540,1,670,0.02542454,640,0.083847425,640,0.544398265,640,0.674534289,,,,,,,640,0.999777353,570,0.305970762
,,671,0.0001375,651,0.1014762,691,0.63,541,0.401078945,541,0.99540814,671,0.027068699,641,0.080542728,641,0.539771913,641,0.658320132,,,,,,,641,0.99951494,571,0.300607588
,,672,0.0001277,652,0.09618864,692,0.62,542,0.398198021,542,0.978949061,672,0.028737768,642,0.079524202,642,0.535268939,642,0.641793223,,,,,,,642,0.999146495,572,0.295204993
,,673,0.0001187,653,0.09112296,693,0.6,543,0.395303948,543,0.96246298,673,0.030431142,643,0.079648072,643,0.530918304,643,0.625010474,,,,,,,643,0.998668012,573,0.289767858
,,674,0.0001104,654,0.08626485,694,0.59,544,0.392396511,544,0.946331745,674,0.032148212,644,0.079771941,644,0.526749141,644,0.608029156,,,,,,,644,0.99807546,574,0.284301064
,,675,0.0001026,655,0.0816,695,0.58,545,0.389475488,545,0.937057172,675,0.033888368,645,0.079895811,645,0.522790763,645,0.590906904,,,,,,,645,0.997364791,575,0.278809481
,,676,0.0000954,656,0.07712064,696,0.56,546,0.386727762,546,0.92504471,676,0.035650988,646,0.08001968,646,0.519072655,646,0.573701714,,,,,,,646,0.996531931,576,0.273297958
,,677,0.0000888,657,0.07282552,697,0.55,547,0.383967353,547,0.881051053,677,0.037435453,647,0.08014355,647,0.51562448,647,0.556471944,,,,,,,647,0.995572784,577,0.267771317
,,678,0.0000826,658,0.06871008,698,0.53,548,0.381194041,548,0.85550645,678,0.039241136,648,0.080267419,648,0.512476076,648,0.539276311,,,,,,,648,0.994483235,578,0.262234347
,,679,0.0000769,659,0.06476976,699,0.52,549,0.378408266,549,0.835352876,679,0.041067406,649,0.080391289,649,0.509657461,649,0.522173898,,,,,,,649,0.993259146,579,0.256691789
,,680,0.0000715,660,0.061,700,0.5,550,0.375609809,550,0.814628467,680,0.042913633,650,0.080515158,650,0.507198823,650,0.505224145,,,,,,,650,0.991896354,580,0.251148333
,,681,0.0000666,661,0.05739621,701,0.48,551,0.373336116,551,0.787915804,681,0.044779175,651,0.080639028,651,0.505122507,651,0.488486857,,,,,,,651,0.990390678,581,0.245608611
,,682,0.000062,662,0.05395504,702,0.47,552,0.371051691,552,0.761416357,682,0.04666339,652,0.080762897,652,0.503418849,652,0.472022198,,,,,,,652,0.988737911,582,0.240077185
,,683,0.0000578,663,0.05067376,703,0.45,553,0.368756534,553,0.737154058,683,0.048565634,653,0.080886767,653,0.502070066,653,0.455890695,,,,,,,653,0.986933828,583,0.234558543
,,684,0.0000538,664,0.04754965,704,0.43,554,0.366450645,554,0.708398333,684,0.050485256,654,0.081010636,654,0.501058254,654,0.440153236,,,,,,,654,0.98497418,584,0.229057093
,,685,0.0000501,665,0.04458,705,0.42,555,0.364134024,555,0.692262853,685,0.052421599,655,0.081134506,655,0.500365393,655,0.424871073,,,,,,,655,0.982854696,585,0.223577151
,,686,0.0000467,666,0.04175872,706,0.4,556,0.361996753,556,0.648157707,686,0.054374006,656,0.081258375,656,0.49997334,656,0.4101057,,,,,,,656,0.980571084,586,0.21812294
,,687,0.0000436,667,0.03908496,707,0.39,557,0.35984921,557,0.629297565,687,0.056341815,657,0.081382244,657,0.499863835,657,0.395895548,,,,,,,657,0.978119027,587,0.212698581
,,688,0.0000406,668,0.03656384,708,0.37,558,0.357691618,558,0.608600694,688,0.058324355,658,0.081506114,658,0.500018495,658,0.382227231,,,,,,,658,0.97549419,588,0.207308085
,,689,0.00003789,669,0.03420048,709,0.36,559,0.355523977,559,0.583693895,689,0.060320959,659,0.081629983,659,0.500418821,659,0.36908027,,,,,,,659,0.972692213,589,0.201955354
,,690,0.00003533,670,0.032,710,0.34,560,0.353346287,560,0.563028756,690,0.06233095,660,0.081753853,660,0.501046191,660,0.356434043,,,,,,,660,0.969708716,590,0.196644167
,,691,0.00003295,671,0.02996261,711,0.32,561,0.351295349,561,0.541376739,691,0.064353648,661,0.081877722,661,0.501881865,661,0.344267788,,,,,,,661,0.966539297,591,0.191378182
,,692,0.00003075,672,0.02807664,712,0.31,562,0.349235075,562,0.522547126,692,0.06638837,662,0.082001592,662,0.502906984,662,0.332560605,,,,,,,662,0.963179528,592,0.186160927
,,693,0.0000287,673,0.02632936,713,0.29,563,0.347165015,563,0.50059671,693,0.068434429,663,0.082125461,663,0.504102567,663,0.321291449,,,,,,,663,0.959624966,593,0.1809958
,,694,0.00002679,674,0.02470805,714,0.28,564,0.345085393,564,0.470090495,694,0.070491134,664,0.082249331,664,0.505449516,664,0.310439138,,,,,,,664,0.95587114,594,0.175886061
,,695,0.00002501,675,0.0232,715,0.26,565,0.34299621,565,0.458653908,695,0.072557785,665,0.0823732,665,0.506928614,665,0.299982347,,,,,,,665,0.951913558,595,0.170834829
,,696,0.00002336,676,0.02180077,716,0.24,566,0.34098046,566,0.432043573,696,0.074633685,666,0.08249707,666,0.508520519,666,0.289899612,,,,,,,666,0.947747708,596,0.165845081
,,697,0.00002182,677,0.02050112,717,0.23,567,0.338955441,567,0.412271683,697,0.076718129,667,0.082620939,667,0.510205775,667,0.280169329,,,,,,,667,0.943369058,597,0.160919649
,,698,0.00002038,678,0.01928108,718,0.21,568,0.336920927,568,0.399267265,698,0.07881041,668,0.082744809,668,0.51197088,668,0.270769751,,,,,,,668,0.938773046,598,0.156061217
,,699,0.00001905,679,0.01812069,719,0.2,569,0.334877372,569,0.37744064,699,0.080909813,669,0.082868678,669,0.513822613,669,0.261678993,,,,,,,669,0.933955096,599,0.151272316
,,700,0.0000178,680,0.017,720,0.18,570,0.33282432,570,0.364316444,700,0.083015622,670,0.082992548,670,0.515772057,670,0.252875028,,,,,,,670,0.928910608,600,0.14655533
,,701,0.00001664,681,0.01590379,721,0.16,571,0.330789986,571,0.346162412,701,0.083134216,671,0.083116417,671,0.517830363,671,0.244335688,,,,,,,671,0.923634957,601,0.141912486
,,702,0.00001556,682,0.01483718,722,0.15,572,0.32874648,572,0.32966372,702,0.08325281,672,0.083240287,672,0.520008741,672,0.236038667,,,,,,,672,0.918123499,602,0.13734586
,,703,0.00001454,683,0.01381068,723,0.13,573,0.326693803,573,0.312996604,703,0.083371404,673,0.083364156,673,0.522318467,673,0.227961513,,,,,,,673,0.912371566,603,0.132857373
,,704,0.0000136,684,0.01283478,724,0.12,574,0.324631956,574,0.297006096,704,0.083489997,674,0.083488026,674,0.524770883,674,0.220081642,,,,,,,674,0.90637447,604,0.128448791
,,705,0.00001273,685,0.01192,725,0.1,575,0.322560939,575,0.280807778,705,0.083608591,675,0.083611895,675,0.527377392,675,0.212376321,,,,,,,675,0.9001275,605,0.124121729
,,706,0.00001191,686,0.01106831,,,576,0.320031146,576,0.26746234,706,0.083727185,676,0.083735764,676,0.530149459,676,0.204822682,,,,,,,676,0.893625923,606,0.119877646
,,707,0.00001114,687,0.01027339,,,577,0.317490622,577,0.251489528,707,0.083845779,677,0.083859634,677,0.53309862,677,0.197397713,,,,,,,677,0.886864984,607,0.11571785
,,708,0.00001043,688,0.009533311,,,578,0.314939597,578,0.238819126,708,0.083964372,678,0.083983503,678,0.536236469,678,0.190078262,,,,,,,678,0.879839904,608,0.1116435
,,709,0.00000976,689,0.008846157,,,579,0.31237761,579,0.223359537,709,0.084082966,679,0.084107373,679,0.539574664,679,0.182841041,,,,,,,679,0.872545888,609,0.107655603
,,710,0.00000914,690,0.00821,,,580,0.30980489,580,0.2123978,710,0.08420156,680,0.084231242,680,0.543123495,680,0.175662615,,,,,,,680,0.864978111,610,0.103755022
,,711,0.00000856,691,0.007623781,,,581,0.307306398,581,0.202072471,711,0.084320154,681,0.084355112,681,0.546860626,681,0.168519411,,,,,,,681,0.857131733,611,0.099942474
,,712,0.00000802,692,0.007085424,,,582,0.304797701,582,0.190726994,712,0.084438747,682,0.084478981,682,0.550731083,682,0.161387717,,,,,,,682,0.849001887,612,0.096218533
,,713,0.00000751,693,0.006591476,,,583,0.302278331,583,0.179444015,713,0.084557341,683,0.084602851,683,0.554678173,683,0.154243678,,,,,,,683,0.840583687,613,0.092583636
,,714,0.00000704,694,0.006138485,,,584,0.299748756,584,0.166866881,714,0.084675935,684,0.08472672,684,0.55864486,684,0.147063448,,,,,,,684,0.831872223,614,0.089038083
,,715,0.0000066,695,0.005723,,,585,0.297208508,585,0.157115684,715,0.084794529,685,0.08485059,685,0.562573782,685,0.139832413,,,,,,,685,0.822862564,615,0.085582041
,,716,0.00000618,696,0.005343059,,,586,0.294800952,586,0.150121176,716,0.084913122,686,0.084974459,686,0.566407233,686,0.132550725,,,,,,,686,0.813549759,616,0.082215547
,,717,0.0000058,697,0.004995796,,,587,0.292383209,587,0.141132315,717,0.085031716,687,0.085098329,687,0.570087179,687,0.12521985,,,,,,,687,0.803928829,617,0.078938517
,,718,0.00000544,698,0.004676404,,,588,0.289955751,588,0.133398565,718,0.08515031,688,0.085222198,688,0.57354883,688,0.117841264,,,,,,,688,0.793994781,618,0.075750741
,,719,0.0000051,699,0.004380075,,,589,0.287518105,589,0.124871973,719,0.085268904,689,0.085346068,689,0.576651815,689,0.110416454,,,,,,,689,0.783742594,619,0.072651894
,,720,0.00000478,700,0.004102,,,590,0.285070745,590,0.11563582,720,0.085387497,690,0.085469937,690,0.579206083,690,0.102946912,,,,,,,690,0.773167226,620,0.069641539
,,721,0.00000449,701,0.003838453,,,591,0.282815006,591,0.108769629,721,0.085506091,691,0.085593807,691,0.581019669,691,0.095434145,,,,,,,691,0.762263616,621,0.066719131
,,722,0.00000421,702,0.003589099,,,592,0.280550235,592,0.102423839,722,0.085624685,692,0.085717676,692,0.581899507,692,0.087879665,,,,,,,692,0.751026675,622,0.063884019
,,723,0.000003951,703,0.003354219,,,593,0.278275959,593,0.095808162,723,0.085743279,693,0.085841546,693,0.581657458,693,0.080284993,,,,,,,693,0.739451301,623,0.061135457
,,724,0.000003709,704,0.003134093,,,594,0.275992653,594,0.090364711,724,0.085861872,694,0.085965415,694,0.580126498,694,0.072651663,,,,,,,694,0.727532362,624,0.058472601
,,725,0.000003482,705,0.002929,,,595,0.273700079,595,0.082964859,725,0.085980466,695,0.086089285,695,0.577143772,695,0.064981214,,,,,,,695,0.715264707,625,0.055894521
,,726,0.00000327,706,0.002738139,,,596,0.271659696,596,0.077984885,726,0.08609906,696,0.086213154,696,0.572545523,696,0.0572752,,,,,,,696,0.702643164,626,0.053400202
,,727,0.00000307,707,0.002559876,,,597,0.269610922,597,0.072313461,727,0.086217654,697,0.086337023,697,0.566167081,697,0.049535177,,,,,,,697,0.689662537,627,0.050988548
,,728,0.000002884,708,0.002393244,,,598,0.267553998,598,0.067615125,728,0.086336247,698,0.086460893,698,0.557842878,698,0.041762716,,,,,,,698,0.676317607,628,0.048658391
,,729,0.00000271,709,0.002237275,,,599,0.265488444,599,0.06267537,729,0.086454841,699,0.086584762,699,0.547406438,699,0.033959395,,,,,,,699,0.662603138,629,0.046408494
,,730,0.000002546,710,0.002091,,,600,0.263414499,600,0.057193327,730,0.086573435,700,0.086708632,700,0.534690375,700,0.026126801,,,,,,,700,0.648513867,630,0.044237553
,,731,0.000002393,711,0.001953587,,,601,0.2622704,601,0,731,0.086692029,701,0.086832501,701,0.519596197,701,0.018266531,,,,,,,701,0.634047402,631,0.042144208
,,732,0.00000225,712,0.00182458,,,602,0.261121033,602,0,732,0.086810622,702,0.086956371,702,0.502304453,702,0.010380191,,,,,,,702,0.619212921,632,0.040127044
,,733,0.000002115,713,0.00170358,,,603,0.259966398,603,0,733,0.086929216,703,0.08708024,703,0.483066772,703,0.002469395,,,,,,,703,0.604022563,633,0.038184594
,,734,0.000001989,714,0.001590187,,,604,0.258806494,604,0,734,0.08704781,704,0.08720411,704,0.462136265,704,0,,,,,,,704,0.588488543,634,0.036315349
,,735,0.00000187,715,0.001484,,,605,0.257641565,605,0,735,0.087166404,705,0.087327979,705,0.439767525,705,0,,,,,,,705,0.572623154,635,0.034517761
,,736,0.000001759,716,0.001384496,,,606,0.256736971,606,0,736,0.087284997,706,0.087451849,706,0.416216636,706,0,,,,,,,706,0.556438764,636,0.032790244
,,737,0.000001655,717,0.001291268,,,607,0.25582823,607,0,737,0.087403591,707,0.087575718,707,0.391741158,707,0,,,,,,,707,0.539947821,637,0.031131182
,,738,0.000001557,718,0.001204092,,,608,0.254915099,608,0,738,0.087522185,708,0.087699588,708,0.366600138,708,0,,,,,,,708,0.523162845,638,0.029538935
,,739,0.000001466,719,0.001122744,,,609,0.253997578,609,0,739,0.087640778,709,0.087823457,709,0.34105411,709,0,,,,,,,709,0.50609644,639,0.028011839
,,740,0.000001379,720,0.001047,,,610,0.253075666,610,0,740,0.087759372,710,0.087947327,710,0.315364632,710,0,,,,,,,710,0.488761279,640,0.026548213
,,741,0.000001299,721,0.00097659,,,611,0.252358004,611,0,741,0.087877966,711,0.088071196,711,0.289750714,711,0,,,,,,,711,0.471170118,641,0.025146363
,,742,0.000001223,722,0.000911109,,,612,0.251636388,612,0,742,0.08799656,712,0.088195066,712,0.264352468,712,0,,,,,,,712,0.453335786,642,0.023804585
,,743,0.000001151,723,0.000850133,,,613,0.250911311,613,0,743,0.088115153,713,0.088318935,713,0.2393023,713,0,,,,,,,713,0.435271193,643,0.022521167
,,744,0.000001084,724,0.000793238,,,614,0.250182526,614,0,744,0.088233747,714,0.088442805,714,0.214733345,714,0,,,,,,,714,0.416989324,644,0.021294399
,,745,0.000001022,725,0.00074,,,615,0.249450035,615,0,745,0.088352341,715,0.088566674,715,0.190779478,715,0,,,,,,,715,0.398503238,645,0.02012257
,,746,9.62E-07,726,0.000690083,,,616,0.248864048,616,0,746,0.088470935,716,0.088690543,716,0.167575308,716,0,,,,,,,716,0.379826075,646,0.019003971
,,747,9.07E-07,727,0.00064331,,,617,0.248274841,617,0,747,0.088589528,717,0.088814413,717,0.145256184,717,0,,,,,,,717,0.36097105,647,0.017936906
,,748,8.55E-07,728,0.000599496,,,618,0.247682416,618,0,748,0.088708122,718,0.088938282,718,0.123958186,718,0,,,,,,,718,0.341951458,648,0.016919686
,,749,8.06E-07,729,0.000558455,,,619,0.24708677,619,0,749,0.088826716,719,0.089062152,719,0.103818131,719,0,,,,,,,719,0.322780665,649,0.015950637
,,750,7.60E-07,730,0.00052,,,620,0.246487906,620,0,750,0.08894531,720,0.089186021,720,0.084967443,720,0,,,,,,,720,0.303472119,650,0.0150281
,,751,7.16E-07,731,0.000483914,,,621,0.24597663,621,0,751,0.089063903,721,0.089309891,721,0.067374179,721,0,,,,,,,721,0.284039343,651,0.014150435
,,752,6.75E-07,732,0.000450053,,,622,0.245462428,622,0,752,0.089182497,722,0.08943376,722,0.050828066,722,0,,,,,,,722,0.264495937,652,0.013316023
,,753,6.37E-07,733,0.000418345,,,623,0.244945298,623,0,753,0.089301091,723,0.08955763,723,0.035108703,723,0,,,,,,,723,0.24485558,653,0.01252327
,,754,6.01E-07,734,0.000388718,,,624,0.244425242,624,0,754,0.089419685,724,0.089681499,724,0.019994446,724,0,,,,,,,724,0.225132025,654,0.011770604
,,755,5.67E-07,735,0.0003611,,,625,0.243902509,625,0,755,0.089538278,725,0.089805369,725,0.005262404,725,0,,,,,,,725,0.205339101,655,0.011056481
,,756,5.35E-07,736,0.000335384,,,626,0.243254378,626,0,756,0.089656872,726,0.089929238,,,726,0,,,,,,,,,656,0.010379387
,,757,5.05E-07,737,0.00031144,,,627,0.242603182,627,0,757,0.089775466,727,0.090053108,,,727,0,,,,,,,,,657,0.009737835
,,758,4.77E-07,738,0.000289166,,,628,0.241948416,628,0,758,0.08989406,728,0.090176977,,,728,0,,,,,,,,,658,0.009130373
,,759,4.50E-07,739,0.000268454,,,629,0.241290586,629,0,759,0.090012653,729,0.090300847,,,729,0,,,,,,,,,659,0.008555579
,,760,4.25E-07,740,0.0002492,,,630,0.240629185,630,0,760,0.090131247,730,0.090424716,,,730,0,,,,,,,,,660,0.008012064
,,761,4.01E-07,741,0.000231302,,,631,0.239933795,631,0,761,0.090249841,731,0.090548586,,,731,0,,,,,,,,,661,0.007498476
,,762,3.79E-07,742,0.000214686,,,632,0.23923499,632,0,762,0.090368435,732,0.090672455,,,732,0,,,,,,,,,662,0.007013497
,,763,3.58E-07,743,0.000199288,,,633,0.238533025,633,0,763,0.090487028,733,0.090796325,,,733,0,,,,,,,,,663,0.006555844
,,764,3.38E-07,744,0.000185048,,,634,0.237827391,634,0,764,0.090605622,734,0.090920194,,,734,0,,,,,,,,,664,0.006124272
,,765,3.20E-07,745,0.0001719,,,635,0.237118342,635,0,765,0.090724216,735,0.091044063,,,735,0,,,,,,,,,665,0.005717571
,,766,3.02E-07,746,0.000159778,,,636,0.236312877,636,0,766,0.09084281,736,0.091167933,,,736,0,,,,,,,,,666,0.005334569
,,767,2.86E-07,747,0.000148604,,,637,0.235503448,637,0,767,0.090961403,737,0.091291802,,,737,0,,,,,,,,,667,0.004974131
,,768,2.70E-07,748,0.000138302,,,638,0.234690568,638,0,768,0.091079997,738,0.091415672,,,738,0,,,,,,,,,668,0.004635159
,,769,2.55E-07,749,0.000128793,,,639,0.23387398,639,0,769,0.091198591,739,0.091539541,,,739,0,,,,,,,,,669,0.004316593
,,770,2.41E-07,750,0.00012,,,640,0.233053685,640,0,770,0.091317185,740,0.091663411,,,740,0,,,,,,,,,670,0.004017408
,,771,2.28E-07,751,0.00011186,,,641,0.232073375,641,0,771,0.091435778,741,0.09178728,,,741,0,,,,,,,,,671,0.003736618
,,772,2.16E-07,752,0.000104322,,,642,0.231088612,642,0,772,0.091554372,742,0.09191115,,,742,0,,,,,,,,,672,0.003473272
,,773,2.04E-07,753,9.73356E-05,,,643,0.230099912,643,0,773,0.091672966,743,0.092035019,,,743,0,,,,,,,,,673,0.003226456
,,774,1.93E-07,754,9.08459E-05,,,644,0.229107017,644,0,774,0.09179156,744,0.092158889,,,744,0,,,,,,,,,674,0.00299529
,,775,1.83E-07,755,0.0000848,,,645,0.228109668,645,0,775,0.091910153,745,0.092282758,,,745,0,,,,,,,,,675,0.002778931
,,776,1.73E-07,756,7.91467E-05,,,646,0.226887792,646,0,776,0.092028747,746,0.092406628,,,746,0,,,,,,,,,676,0.002576569
,,777,1.64E-07,757,0.000073858,,,647,0.225661039,647,0,777,0.092147341,747,0.092530497,,,747,0,,,,,,,,,677,0.002387429
,,778,1.55E-07,758,0.000068916,,,648,0.224429148,648,0,778,0.092265935,748,0.092654367,,,748,0,,,,,,,,,678,0.002210769
,,779,1.47E-07,759,6.43027E-05,,,649,0.223192638,649,0,779,0.092384528,749,0.092778236,,,749,0,,,,,,,,,679,0.002045879
,,780,1.39E-07,760,0.00006,,,650,0.221951251,650,0,780,0.092503122,750,0.092902106,,,750,0,,,,,,,,,680,0.00189208
,,,,761,5.59819E-05,,,651,0.219942636,651,0,781,0.092621716,751,0.093025975,,,751,0,,,,,,,,,681,0.001748726
,,,,762,5.22256E-05,,,652,0.217927062,652,0,782,0.09274031,752,0.093149845,,,752,0,,,,,,,,,682,0.001615199
,,,,763,4.87184E-05,,,653,0.215904007,653,0,783,0.092858903,753,0.093273714,,,753,0,,,,,,,,,683,0.001490911
,,,,764,4.54475E-05,,,654,0.213873996,654,0,784,0.092977497,754,0.093397583,,,754,0,,,,,,,,,684,0.001375304
,,,,765,0.0000424,,,655,0.211836501,655,0,785,0.093096091,755,0.093521453,,,755,0,,,,,,,,,685,0.001267845
,,,,766,0.000039561,,,656,0.209632085,656,0,786,0.093214685,756,0.093645322,,,756,0,,,,,,,,,686,0.00116803
,,,,767,3.69151E-05,,,657,0.207419698,657,0,787,0.093333278,757,0.093769192,,,757,0,,,,,,,,,687,0.001075378
,,,,768,3.44487E-05,,,658,0.205199603,658,0,788,0.093451872,758,0.093893061,,,758,0,,,,,,,,,688,0.000989436
,,,,769,3.21482E-05,,,659,0.202972065,659,0,789,0.093570466,759,0.094016931,,,759,0,,,,,,,,,689,0.000909772
,,,,770,0.00003,,,660,0.200736556,660,0,790,0.09368906,760,0.0941408,,,760,0,,,,,,,,,690,0.000835979
,,,,771,2.79913E-05,,,661,0.19839668,661,0,791,0.093807653,761,0.09426467,,,761,0,,,,,,,,,691,0.000767673
,,,,772,2.61136E-05,,,662,0.196048805,662,0,792,0.093926247,762,0.094388539,,,762,0,,,,,,,,,692,0.000704489
,,,,773,2.43602E-05,,,663,0.19369293,663,0,793,0.094044841,763,0.094512409,,,763,0,,,,,,,,,693,0.000646084
,,,,774,2.27246E-05,,,664,0.191329054,664,0,794,0.094163435,764,0.094636278,,,764,0,,,,,,,,,694,0.000592134
,,,,775,0.0000212,,,665,0.188957179,665,0,795,0.094282028,765,0.094760148,,,765,0,,,,,,,,,695,0.000542334
,,,,776,1.97786E-05,,,666,0.186544929,666,0,796,0.094400622,766,0.094884017,,,766,0,,,,,,,,,696,0.000496397
,,,,777,1.84529E-05,,,667,0.184124583,667,0,797,0.094519216,767,0.095007887,,,767,0,,,,,,,,,697,0.000454053
,,,,778,1.72169E-05,,,668,0.18169587,668,0,798,0.09463781,768,0.095131756,,,768,0,,,,,,,,,698,0.000415048
,,,,779,1.60646E-05,,,669,0.179259328,669,0,799,0.094756403,769,0.095255626,,,769,0,,,,,,,,,699,0.000379144
,,,,780,0.00001499,,,670,0.176814689,670,0,800,0.094874997,770,0.095379495,,,770,0,,,,,,,,,700,0.000346117
,,,,781,1.39873E-05,,,671,0.17439457,671,0,,,771,0.095503365,,,771,0,,,,,,,,,701,0.000315759
