Wavelength,Melanopic lux,Wavelength,CIE Scotopic 1951,Wavelength,CIE Photopic 1924,Wavelength,Photosynthesis,Wavelength,Cleve Moth Attraction,Wavelength,Bee Attraction,Wavelength,Green Turtle 92,Wavelength,Juvenile Salmon,Wavelength,Chelonia,Wavelength,Shearwater,Wavelength,Starry Light,Wavelength,Skyglow Rayleigh City Center,Wavelength,Skyglow Mie Remote,Wavelength,Loggerhead Hatchling Attraction,Wavelength,van Grunsven Insect Phototaxis
,,490,0.904,470,0.09098,510,0.57,360,0.524195075,360,0.143828399,490,0.928608,460,0.776182396,460,0.773039077,460,0.649802264,900,0,900,0,900,0,460,0.866125726,390,0.973885569
,,491,0.914,471,0.09491755,511,0.55,361,0.534632122,361,0.14309748,491,0.925650887,461,0.764620689,461,0.775007074,461,0.658058644,,,,,,,461,0.868131242,391,0.968209205
,,492,0.923,472,0.09904584,512,0.54,362,0.545118925,362,0.142153358,492,0.922700722,462,0.751836385,462,0.777046025,462,0.666278651,,,,,,,462,0.870119193,392,0.962016369
,,493,0.932,473,0.1033674,513,0.52,363,0.55565563,363,0.143441108,493,0.919762598,463,0.737740793,463,0.779150893,463,0.674445971,,,,,,,463,0.872089228,393,0.955323513
,,494,0.941,474,0.1078846,514,0.51,364,0.566241946,364,0.144070423,494,0.916841651,464,0.72246645,464,0.781316592,464,0.682544155,,,,,,,464,0.874040994,394,0.948148523
,,495,0.949,475,0.1126,515,0.5,365,0.576878017,365,0.146073895,495,0.913943058,465,0.706175792,465,0.78353799,465,0.690556617,,,,,,,465,0.875974139,395,0.940510488
,,496,0.957,476,0.117532,516,0.49,366,0.587385346,366,0.144304265,496,0.91107203,466,0.689032709,466,0.785809908,466,0.698466631,,,,,,,466,0.877888303,396,0.932429464
,,497,0.964,477,0.1226744,517,0.47,367,0.597941455,367,0.147752383,497,0.908233826,467,0.671202555,467,0.788127118,467,0.706257335,,,,,,,467,0.879783128,397,0.923926213
,,498,0.97,478,0.1279928,518,0.46,368,0.608546345,368,0.140038455,498,0.905433739,468,0.652852137,468,0.790484347,468,0.713911732,,,,,,,468,0.881658254,398,0.915021954
,,499,0.976,479,0.1334528,519,0.45,369,0.619200015,369,0.143222362,499,0.902677106,469,0.634149725,469,0.792877583,469,0.721412686,,,,,,,469,0.883513318,399,0.9057381
,,500,0.982,480,0.13902,520,0.44,370,0.629902318,370,0.142478381,500,0.8999693,470,0.615265048,470,0.795313435,470,0.728742922,,,,,,,470,0.885347955,400,0.896096012
,,501,0.986,481,0.1446764,521,0.43,371,0.640834635,371,0.14585202,501,0.897313999,471,0.596369293,471,0.797803731,471,0.73588503,,,,,,,471,0.887161797,401,0.886116764
,,502,0.99,482,0.1504693,522,0.42,372,0.65181656,372,0.139321338,502,0.89470794,472,0.577635105,472,0.800360439,472,0.742821464,,,,,,,472,0.888954478,402,0.875820917
,,503,0.994,483,0.1564619,523,0.41,373,0.66284824,373,0.146072646,503,0.892146084,473,0.55923659,473,0.802995619,473,0.7495349,,,,,,,473,0.890725625,403,0.865228326
,,504,0.997,484,0.1627177,524,0.41,374,0.673929677,374,0.142940759,504,0.889623349,474,0.541349301,474,0.805721433,474,0.756018593,,,,,,,474,0.892474865,404,0.854357973
,,505,0.998,485,0.1693,525,0.4,375,0.685060869,375,0.142677602,505,0.887134611,475,0.524098707,475,0.808550139,475,0.762277971,,,,,,,475,0.894201823,405,0.843227824
,,506,1,486,0.1762431,526,0.39,376,0.695930049,376,0.145345559,506,0.884674702,476,0.507442323,476,0.811494097,476,0.768319186,,,,,,,476,0.895906124,406,0.831854731
,,507,1,487,0.1835581,527,0.39,377,0.706847326,377,0.141695866,507,0.88223841,477,0.491302683,477,0.814565765,477,0.774148456,,,,,,,477,0.897587388,407,0.820254368
,,508,1,488,0.1912735,528,0.38,378,0.717812701,378,0.141619234,508,0.879820481,478,0.47560164,478,0.817777696,478,0.779772064,,,,,,,478,0.899245233,408,0.808441208
,,509,0.998,489,0.199418,529,0.38,379,0.728826173,379,0.14018426,509,0.877415617,479,0.46026036,479,0.821142544,479,0.785196356,,,,,,,479,0.900879277,409,0.796428542
,,510,0.997,490,0.20802,530,0.38,380,0.739887743,380,0.137327462,510,0.875018478,480,0.445199325,480,0.824673065,480,0.790427744,,,,,,,480,0.902489134,410,0.784228535
,,511,0.994,491,0.2171199,531,0.37,381,0.751257612,381,0.138257521,511,0.872623677,481,0.430338333,481,0.828382108,481,0.795472706,,,,,,,481,0.904074419,411,0.771852331
,,512,0.99,492,0.2267345,532,0.37,382,0.762676944,382,0.139236178,512,0.87022579,482,0.415596492,482,0.832282623,482,0.800337782,,,,,,,482,0.905634742,412,0.759310181
,,513,0.986,493,0.2368571,533,0.37,383,0.77414574,383,0.135934069,513,0.867819342,483,0.400892231,483,0.83638766,483,0.805029578,,,,,,,483,0.907169712,413,0.74661162
,,514,0.981,494,0.2474812,534,0.37,384,0.785663999,384,0.13811504,514,0.865398823,484,0.386143292,484,0.840705029,484,0.809554765,,,,,,,484,0.908678935,414,0.733765661
,,515,0.975,495,0.2586,535,0.37,385,0.797231722,385,0.13475851,515,0.862958673,485,0.371266727,485,0.845216111,485,0.813920077,,,,,,,485,0.910162018,415,0.72078102
,,516,0.968,496,0.2701849,536,0.37,386,0.807285977,386,0.132895027,516,0.860493293,486,0.356179948,486,0.849893937,486,0.818132315,,,,,,,486,0.911618562,416,0.707666353
,,517,0.961,497,0.2822939,537,0.37,387,0.817381753,387,0.134435579,517,0.857997038,487,0.340858508,487,0.854711297,487,0.822198345,,,,,,,487,0.913048169,417,0.694430513
,,518,0.953,498,0.2950505,538,0.37,388,0.827518739,388,0.130063139,518,0.855464222,488,0.325367201,488,0.859640751,488,0.826125094,,,,,,,488,0.914450438,418,0.681082797
,,519,0.944,499,0.308578,539,0.37,389,0.837697248,389,0.128598458,519,0.852889114,489,0.309778839,489,0.864654631,489,0.829919558,,,,,,,489,0.915824965,419,0.667633206
,,520,0.935,500,0.323,540,0.37,390,0.847916965,390,0.128408062,520,0.85026594,490,0.294166843,490,0.869725033,490,0.833588795,,,,,,,490,0.917171345,420,0.654092678
,,521,0.925,501,0.3384021,541,0.37,391,0.856557017,391,0.127923196,521,0.847588885,491,0.278605227,491,0.874823825,491,0.837139929,,,,,,,491,0.918489171,421,0.640473313
,,522,0.915,502,0.3546858,542,0.37,392,0.865229984,392,0.122760474,522,0.844852087,492,0.26316861,492,0.879922642,492,0.840580148,,,,,,,492,0.919778036,422,0.626788571
,,523,0.904,503,0.3716986,543,0.38,393,0.873936025,393,0.123653768,523,0.842049643,493,0.247932213,493,0.88499289,493,0.843916706,,,,,,,493,0.921037525,423,0.613053437
,,524,0.892,504,0.3892875,544,0.38,394,0.882675297,394,0.121492616,524,0.839175607,494,0.232971852,494,0.890005739,494,0.847156919,,,,,,,494,0.922267227,424,0.599284553
,,525,0.88,505,0.4073,545,0.38,395,0.891447484,395,0.117089744,525,0.836223989,495,0.218363952,495,0.894919318,495,0.85030817,,,,,,,495,0.923466727,425,0.585500306
,,526,0.867,506,0.4256299,546,0.39,396,0.898475601,396,0.121137628,526,0.833188756,496,0.204185532,496,0.899636813,496,0.853377907,,,,,,,496,0.924635608,426,0.571720874
,,527,0.854,507,0.4443096,547,0.39,397,0.905527815,397,0.114318686,527,0.830063832,497,0.190514215,497,0.904046094,497,0.856373641,,,,,,,497,0.92577345,427,0.557968226
,,528,0.84,508,0.4633944,548,0.39,398,0.912604287,398,0.114624464,528,0.826843096,498,0.177428224,498,0.908034134,498,0.859302949,,,,,,,498,0.926879832,428,0.544266076
,,529,0.826,509,0.4829395,549,0.4,399,0.919704697,399,0.115702743,529,0.823520387,499,0.165006385,499,0.911487018,499,0.862173472,,,,,,,499,0.927954329,429,0.530639788
,,530,0.811,510,0.503,550,0.4,400,0.926829204,400,0.111520972,530,0.820089498,500,0.153328122,500,0.914289936,500,0.864992914,,,,,,,500,0.928996519,430,0.517116234
,,531,0.796,511,0.5235693,551,0.4,401,0.935444892,401,0.108813148,531,0.816544179,501,0.142457483,501,0.916357729,501,0.86776905,,,,,,,501,0.930006121,431,0.503723621
,,532,0.781,512,0.544512,552,0.41,402,0.944091994,402,0.108698093,532,0.812878139,502,0.13239496,502,0.917727005,502,0.870509712,,,,,,,502,0.930983455,432,0.490491262
,,533,0.765,513,0.56569,553,0.41,403,0.952770511,403,0.106769977,533,0.809085041,503,0.123124961,503,0.918465361,503,0.873222802,,,,,,,503,0.931928992,433,0.477449328
,,534,0.749,514,0.5869653,554,0.41,404,0.961480442,404,0.107050593,534,0.805158507,504,0.114631736,504,0.918640963,504,0.875916282,,,,,,,504,0.932843209,434,0.464628563
,,535,0.733,515,0.6082,555,0.42,405,0.970221951,405,0.104878255,535,0.801092112,505,0.106899364,505,0.918322553,505,0.878598185,,,,,,,505,0.933726588,435,0.452059979
,,536,0.717,516,0.6293456,556,0.42,406,0.976142698,406,0.105101461,536,0.796879395,506,0.099911767,506,0.91757944,506,0.881276602,,,,,,,506,0.934579617,436,0.439774535
,,537,0.7,517,0.6503068,557,0.43,407,0.982080975,407,0.100307331,537,0.792513842,507,0.093652696,507,0.916481504,507,0.883959694,,,,,,,507,0.935402786,437,0.427802809
,,538,0.683,518,0.6708752,558,0.43,408,0.988036617,408,0.098764632,538,0.787988905,508,0.088105741,508,0.915099197,508,0.886655499,,,,,,,508,0.936196595,438,0.416174662
,,539,0.667,519,0.6908424,559,0.43,409,0.994009626,409,0.097936561,539,0.783297987,509,0.083254326,509,0.913501165,509,0.889367302,,,,,,,509,0.936961546,439,0.404918913
,,540,0.65,520,0.71,560,0.44,410,1,410,0.099101291,540,0.778434474,510,0.079081711,510,0.911729915,510,0.892093271,,,,,,,510,0.937698145,440,0.394063021
,,541,0.633,521,0.7281852,561,0.44,411,0.998208707,411,0.094043424,541,0.773391785,511,0.075570994,511,0.909811496,511,0.894831308,,,,,,,511,0.938406907,441,0.383632787
,,542,0.616,522,0.7454636,562,0.45,412,0.996396829,412,0.09437678,542,0.76816331,512,0.072705103,512,0.907771912,512,0.897579298,,,,,,,512,0.939088347,442,0.373652074
,,543,0.599,523,0.7619694,563,0.45,413,0.994564365,413,0.094297633,543,0.762742391,513,0.070466805,513,0.905637371,513,0.900335109,,,,,,,513,0.939742992,443,0.364142564
,,544,0.581,524,0.7778368,564,0.45,414,0.992711316,414,0.093966734,544,0.757122333,514,0.068838704,514,0.903434294,514,0.903096592,,,,,,,514,0.940371366,444,0.355123533
,,545,0.564,525,0.7932,565,0.46,415,0.990837682,415,0.093112202,545,0.751296398,515,0.067803236,515,0.901189312,515,0.905861581,,,,,,,515,0.940974006,445,0.346611676
,,546,0.548,526,0.8081104,566,0.46,416,0.98813176,416,0.092290955,546,0.745257804,516,0.067342675,516,0.898929262,516,0.908627894,,,,,,,516,0.941551447,446,0.338620956
,,547,0.531,527,0.8224962,567,0.47,417,0.985401518,417,0.089641039,547,0.738999726,517,0.06743913,517,0.896681193,517,0.911393331,,,,,,,517,0.942104235,447,0.331162506
,,548,0.514,528,0.8363068,568,0.47,418,0.98264662,418,0.088564541,548,0.732515299,518,0.068074543,518,0.89447236,518,0.914155677,,,,,,,518,0.942632918,448,0.324244556
,,549,0.497,529,0.8494916,569,0.47,419,0.979867235,419,0.091728252,549,0.725797612,519,0.069230696,519,0.892330232,519,0.916912696,,,,,,,519,0.94313805,449,0.317872412
,,550,0.481,530,0.862,570,0.48,420,0.977063362,420,0.09068965,550,0.718839715,520,0.070889205,520,0.890282484,520,0.91966214,,,,,,,520,0.94362019,450,0.312048466
,,551,0.465,531,0.8738108,571,0.48,421,0.972448327,421,0.089513101,551,0.711634617,521,0.073031243,521,0.88835656,521,0.922401741,,,,,,,521,0.944079901,451,0.306772247
,,552,0.448,532,0.8849624,572,0.49,422,0.967800315,422,0.089917201,552,0.704175278,522,0.075625254,522,0.886563981,522,0.925129215,,,,,,,522,0.944517752,452,0.302040505
,,553,0.433,533,0.8954936,573,0.49,423,0.963119328,423,0.088899756,553,0.69645462,523,0.078621859,523,0.884895935,523,0.927842261,,,,,,,523,0.944934319,453,0.297847329
,,554,0.417,534,0.9054432,574,0.49,424,0.958405366,424,0.090644586,554,0.688465526,524,0.081969975,524,0.883342219,524,0.930538562,,,,,,,524,0.945330179,454,0.294184287
,,555,0.402,535,0.9148501,575,0.5,425,0.953658427,425,0.092859726,555,0.680200828,525,0.085618119,525,0.881892554,525,0.933215781,,,,,,,525,0.945705919,455,0.291040602
,,556,0.3864,536,0.9237348,576,0.5,426,0.947299259,426,0.094480239,556,0.671653322,526,0.089514394,526,0.880536566,526,0.935871569,,,,,,,526,0.946062128,456,0.288403337
,,557,0.3715,537,0.9320924,577,0.51,427,0.9408997,427,0.093479627,557,0.662815762,527,0.093606499,527,0.879263809,527,0.938503557,,,,,,,527,0.946399399,457,0.286257602
,,558,0.3569,538,0.9399226,578,0.51,428,0.934459579,428,0.095837324,558,0.653680854,528,0.097841727,528,0.878063744,528,0.941109359,,,,,,,528,0.946718334,458,0.284586776
,,559,0.3427,539,0.9472252,579,0.52,429,0.92797924,429,0.093494863,559,0.644241267,529,0.10216696,529,0.876925753,529,0.943686571,,,,,,,529,0.947019538,459,0.283372734
,,560,0.3288,540,0.954,580,0.52,430,0.92145851,430,0.098105968,560,0.634489625,530,0.106528677,530,0.875839133,530,0.946232776,,,,,,,530,0.947303619,460,0.282596074
,,561,0.3151,541,0.9602561,581,0.52,431,0.913656801,431,0.101021827,561,0.62441851,531,0.110872945,531,0.874793096,531,0.948745537,,,,,,,531,0.947571194,461,0.282236354
,,562,0.3018,542,0.9660074,582,0.53,432,0.905809118,432,0.095799985,562,0.614020463,532,0.115145431,532,0.87377677,532,0.951222402,,,,,,,532,0.947822883,462,0.282272317
,,563,0.2888,543,0.9712606,583,0.53,433,0.897915114,433,0.101669626,563,0.6032916,533,0.119291387,533,0.872779203,533,0.953660899,,,,,,,533,0.948059313,463,0.282682114
,,564,0.2762,544,0.9760225,584,0.54,434,0.889975139,434,0.102644839,564,0.592240597,534,0.123255665,534,0.871789353,534,0.956058544,,,,,,,534,0.948281112,464,0.283443518
,,565,0.2639,545,0.9803,585,0.54,435,0.881989017,435,0.110355092,565,0.580878938,535,0.126982702,535,0.870796098,535,0.95841283,,,,,,,535,0.948488917,465,0.284534119
,,566,0.2519,546,0.9840924,586,0.54,436,0.87325473,436,0.111865404,566,0.569218194,536,0.130416536,536,0.869788393,536,0.960721238,,,,,,,536,0.948683368,466,0.285931515
,,567,0.2403,547,0.9874182,587,0.55,437,0.864471253,437,0.133314393,567,0.557270033,537,0.133500793,537,0.868759142,537,0.962981231,,,,,,,537,0.948865114,467,0.287613482
,,568,0.2291,548,0.9903128,588,0.55,438,0.855638233,438,0.136701226,568,0.545046209,538,0.136178693,538,0.867705424,538,0.965190254,,,,,,,538,0.949034803,468,0.289558123
,,569,0.2182,549,0.9928116,589,0.56,439,0.846756024,439,0.145594354,569,0.532558573,539,0.138393048,539,0.866624496,539,0.967345735,,,,,,,539,0.949193092,469,0.291744006
,,570,0.2076,550,0.9949501,590,0.56,440,0.837824273,440,0.155482121,570,0.519819063,540,0.140086264,540,0.865513591,540,0.969445086,,,,,,,540,0.949340643,470,0.294150281
,,571,0.1974,551,0.9967108,591,0.56,441,0.828692744,441,0.166062994,571,0.506839714,541,0.141200345,541,0.86436993,541,0.971485704,,,,,,,541,0.949478122,471,0.296756779
,,572,0.1876,552,0.9980983,592,0.57,442,0.819510988,442,0.165547615,572,0.493632649,542,0.141696373,542,0.863190707,542,0.973464963,,,,,,,542,0.949606201,472,0.299544088
,,573,0.1782,553,0.999112,593,0.57,443,0.810279362,443,0.18080402,573,0.480210085,543,0.141599576,543,0.8619731,543,0.975380228,,,,,,,543,0.949725557,473,0.30249362
,,574,0.169,554,0.9997482,594,0.58,444,0.800997509,444,0.178608395,574,0.466584329,544,0.140948684,544,0.860714268,544,0.97722884,,,,,,,544,0.94983687,474,0.305587656
,,575,0.1602,555,1,595,0.58,445,0.791665785,445,0.182029435,575,0.452767781,545,0.139782731,545,0.859411347,545,0.979008154,,,,,,,545,0.94994083,475,0.308809374
,,576,0.1517,556,0.9998567,596,0.58,446,0.782697362,446,0.17103725,576,0.438772933,546,0.138141065,546,0.858061455,546,0.980716537,,,,,,,546,0.950038127,476,0.312142868
,,577,0.1436,557,0.9993046,597,0.59,447,0.773680565,447,0.173297521,577,0.424612368,547,0.136063341,547,0.856661692,547,0.982353714,,,,,,,547,0.950129459,477,0.315573146
,,578,0.1358,558,0.9983255,598,0.59,448,0.764615753,448,0.175219147,578,0.410298761,548,0.133589522,548,0.855209134,548,0.9839195,,,,,,,548,0.950215528,478,0.319086127
,,579,0.1284,559,0.9968987,599,0.6,449,0.755502745,449,0.165158355,579,0.39584488,549,0.130759881,549,0.853700841,549,0.985413712,,,,,,,549,0.950297042,479,0.322668616
,,580,0.1212,560,0.995,600,0.6,450,0.746341362,450,0.143886028,580,0.381263583,550,0.127614999,550,0.852133851,550,0.986836171,,,,,,,550,0.950374714,480,0.326308281
,,581,0.1143,561,0.9926005,601,0.6,451,0.741113951,451,0.146725379,581,0.366568544,551,0.124195766,551,0.850497902,551,0.988186695,,,,,,,551,0.95044926,481,0.329993615
,,582,0.1078,562,0.9897426,602,0.61,452,0.735856003,452,0.145188696,582,0.351784182,552,0.120543381,552,0.848753475,552,0.989465108,,,,,,,552,0.950521406,482,0.333713899
,,583,0.1015,563,0.9864444,603,0.61,453,0.730567337,453,0.138310412,583,0.336943198,553,0.116699354,553,0.846853456,553,0.990671233,,,,,,,553,0.950591876,483,0.337459153
,,584,0.0956,564,0.9827241,604,0.62,454,0.725248316,454,0.13564162,584,0.322078723,554,0.112705501,554,0.844750397,554,0.991804896,,,,,,,554,0.950661407,484,0.341220091
,,585,0.0899,565,0.9786,605,0.62,455,0.719898758,455,0.132483663,585,0.307224116,555,0.108603947,555,0.842396513,555,0.992865923,,,,,,,555,0.950730734,485,0.344988072
,,586,0.0845,566,0.9740837,606,0.62,456,0.715319385,456,0.129965942,586,0.292412962,556,0.104437128,556,0.839743679,556,0.993854141,,,,,,,556,0.950800602,486,0.348755048
,,587,0.0793,567,0.9691712,607,0.63,457,0.710712987,457,0.130995816,587,0.277679075,557,0.100247786,557,0.836743435,557,0.994769382,,,,,,,557,0.95087176,487,0.352513516
,,588,0.0745,568,0.9638568,608,0.63,458,0.706079564,458,0.128312904,588,0.263056493,558,0.096078976,558,0.833346985,558,0.995611476,,,,,,,558,0.95094496,488,0.356256467
,,589,0.0699,569,0.9581349,609,0.64,459,0.701419117,459,0.12747842,589,0.248579483,559,0.091974058,559,0.829512309,559,0.996380255,,,,,,,559,0.951020963,489,0.359977338
,,590,0.0655,570,0.952,610,0.64,460,0.696731646,460,0.128744145,590,0.234282538,560,0.087976702,560,0.825254001,560,0.997075554,,,,,,,560,0.951100531,490,0.36366997
,,591,0.0613,571,0.9454504,611,0.64,461,0.692579411,461,0.120879259,591,0.220200379,561,0.084130721,561,0.820614082,561,0.997697208,,,,,,,561,0.951184433,491,0.367328562
,,592,0.0574,572,0.9384992,612,0.65,462,0.688402405,462,0.120162971,592,0.206367955,562,0.080468258,562,0.815635065,562,0.998245055,,,,,,,562,0.951273444,492,0.370947631
,,593,0.0537,573,0.9311628,613,0.65,463,0.684200999,463,0.118217195,593,0.192820441,563,0.077001835,563,0.810359774,563,0.998718933,,,,,,,563,0.951368343,493,0.374521979
,,594,0.0502,574,0.9234576,614,0.66,464,0.679975008,464,0.121010735,594,0.179593235,564,0.073742182,564,0.804831353,564,0.999118682,,,,,,,564,0.951469914,494,0.378046656
,,595,0.0469,575,0.9154,615,0.66,465,0.675724246,465,0.1173932,595,0.166721971,565,0.070700108,565,0.799093259,565,0.999444143,,,,,,,565,0.951578947,495,0.381516931
,,596,0.0438,576,0.9070064,616,0.66,466,0.67188097,466,0.123251707,596,0.154242502,566,0.067886483,566,0.793189266,566,0.99969516,,,,,,,566,0.951696237,496,0.384928264
,,597,0.0409,577,0.8982772,617,0.67,467,0.668014962,467,0.122346576,597,0.142190912,567,0.065312247,567,0.787163467,567,0.999871578,,,,,,,567,0.951822582,497,0.388276285
,,598,0.03816,578,0.8892048,618,0.67,468,0.664126223,468,0.123023484,598,0.13060351,568,0.062988407,568,0.781060272,568,0.999973242,,,,,,,568,0.951958789,498,0.391556771
,,599,0.03558,579,0.8797816,619,0.68,469,0.660214752,469,0.123203052,599,0.119516836,569,0.060926042,569,0.7749244,569,1,,,,,,,569,0.952105667,499,0.39476563
,,600,0.03315,580,0.87,620,0.68,470,0.656280361,470,0.127823525,600,0.108967651,570,0.059136297,570,0.768800894,570,0.999951702,,,,,,,570,0.952264031,500,0.397898884
,,601,0.03087,581,0.8598613,621,0.68,471,0.652507344,471,0.132281167,601,0.098984291,571,0.057630383,571,0.762735111,571,0.999828197,,,,,,,571,0.952434702,501,0.40095266
,,602,0.02874,582,0.849392,622,0.69,472,0.648712187,472,0.134359186,602,0.089560581,572,0.056419582,572,0.756771818,572,0.999629338,,,,,,,572,0.952618504,502,0.403923175
,,603,0.02674,583,0.838622,623,0.69,473,0.644895079,473,0.141138931,603,0.080681594,573,0.055515243,573,0.750938567,573,0.999354979,,,,,,,573,0.952816269,503,0.406806735
,,604,0.02487,584,0.8275813,624,0.7,474,0.641056019,474,0.149104993,604,0.072332289,574,0.054928786,574,0.745247179,574,0.999004974,,,,,,,574,0.953028831,504,0.409599723
,,605,0.02312,585,0.8163,625,0.7,475,0.637195007,475,0.150598582,605,0.064497508,575,0.054671694,575,0.739708984,575,0.99857918,,,,,,,575,0.953257033,505,0.412298598
,,606,0.02147,586,0.8047947,626,0.7,476,0.632058381,476,0.161100153,606,0.057161968,576,0.054755523,576,0.734335379,576,0.998077455,,,,,,,576,0.953501718,506,0.414899893
,,607,0.01994,587,0.793082,627,0.71,477,0.626894345,477,0.167537942,607,0.050310274,577,0.055191894,577,0.72913784,577,0.997499658,,,,,,,577,0.953763738,507,0.41740021
,,608,0.01851,588,0.781192,628,0.71,478,0.621703089,478,0.173295703,608,0.043926909,578,0.055992499,578,0.724127909,578,0.996845652,,,,,,,578,0.954043952,508,0.419796225
,,609,0.01718,589,0.7691547,629,0.72,479,0.616484613,479,0.18158196,609,0.037996236,579,0.057169096,579,0.719317205,579,0.996115298,,,,,,,579,0.954343217,509,0.422084685
,,610,0.01593,590,0.757,630,0.72,480,0.611238918,480,0.192005474,610,0.032502503,580,0.058733471,580,0.714717419,580,0.995308459,,,,,,,580,0.954662402,510,0.424262413
,,611,0.01477,591,0.7447541,631,0.73,481,0.606059914,481,0.206456058,611,0.027429838,581,0.060685723,581,0.710340312,581,0.994425004,,,,,,,581,0.955002377,511,0.426326308
,,612,0.01369,592,0.7324224,632,0.73,482,0.60085408,482,0.210444975,612,0.02276225,582,0.062997894,582,0.706197721,582,0.993464795,,,,,,,582,0.95536402,512,0.428273349
,,613,0.01269,593,0.7200036,633,0.73,483,0.595621418,483,0.223664098,613,0.018483629,583,0.065637738,583,0.702301557,583,0.992427706,,,,,,,583,0.955748212,513,0.4301006
,,614,0.01175,594,0.7074965,634,0.74,484,0.590361926,484,0.234463355,614,0.014577747,584,0.068572765,584,0.698663642,584,0.991313603,,,,,,,584,0.95615584,514,0.431805212
,,615,0.01088,595,0.6949,635,0.74,485,0.585075605,485,0.244820312,615,0.011028256,585,0.071770262,585,0.695286093,585,0.990122359,,,,,,,585,0.956587794,515,0.433384429
,,616,0.01007,596,0.6822192,636,0.75,486,0.580023102,486,0.261410644,616,0.007818694,586,0.075197273,586,0.692155647,586,0.988853848,,,,,,,586,0.957044975,516,0.434835593
,,617,0.00932,597,0.6694716,637,0.75,487,0.574945038,487,0.272477436,617,0.004932475,587,0.078820615,587,0.689257585,587,0.987507941,,,,,,,587,0.957528283,517,0.436156147
,,618,0.00862,598,0.6566744,638,0.75,488,0.569841218,488,0.293143036,618,0.002352895,588,0.082606867,588,0.686577078,588,0.986084519,,,,,,,588,0.958038625,518,0.437343644
,,619,0.00797,599,0.6438448,639,0.76,489,0.564711446,489,0.314053069,619,6.31345E-05,589,0.086522377,589,0.684099193,589,0.984583456,,,,,,,589,0.958576915,519,0.438395745
,,620,0.00737,600,0.631,640,0.76,490,0.559556114,490,0.324687164,620,-0.001953746,590,0.090533256,590,0.681808881,590,0.983004631,,,,,,,590,0.959144069,520,0.439310233
,,621,0.00682,601,0.6181555,641,0.77,491,0.554686287,491,0.338576339,621,-0.003714806,591,0.094605386,591,0.679690987,591,0.981347927,,,,,,,591,0.95974101,521,0.440085012
,,622,0.0063,602,0.6053144,642,0.77,492,0.549791972,492,0.353593005,622,-0.005237221,592,0.098704409,592,0.677730247,592,0.979613224,,,,,,,592,0.960368667,522,0.440718111
,,623,0.00582,603,0.5924756,643,0.77,493,0.544873169,493,0.374521512,623,-0.006538289,593,0.10279574,593,0.675911284,593,0.977800405,,,,,,,593,0.961027972,523,0.441207697
,,624,0.00538,604,0.5796379,644,0.78,494,0.539929878,494,0.399555625,624,-0.007635422,594,0.106844554,594,0.674218618,594,0.975909357,,,,,,,594,0.961719864,524,0.441552069
,,625,0.00497,605,0.5668,645,0.78,495,0.534962099,495,0.411139455,625,-0.008546155,595,0.110815796,595,0.672636654,595,0.973939964,,,,,,,595,0.962445284,525,0.441749674
,,626,0.00459,606,0.5539611,646,0.79,496,0.530453831,496,0.432393161,626,-0.009288137,596,0.114674179,596,0.671149688,596,0.971892116,,,,,,,596,0.963205183,526,0.441799101
,,627,0.00424,607,0.5411372,647,0.79,497,0.525923026,497,0.447977969,627,-0.00987914,597,0.118384176,597,0.66974191,597,0.969765702,,,,,,,597,0.964000514,527,0.441699093
,,628,0.003913,608,0.5283528,648,0.79,498,0.521369485,498,0.462894293,628,-0.010337052,598,0.12191003,598,0.668397396,598,0.967560614,,,,,,,598,0.964832234,528,0.441448548
,,629,0.003613,609,0.5156323,649,0.8,499,0.516793608,499,0.483608522,629,-0.01067988,599,0.125215751,599,0.667100117,599,0.965276742,,,,,,,599,0.965701308,529,0.441046522
,,630,0.003335,610,0.503,650,0.8,500,0.512194993,500,0.511198486,630,-0.01092569,600,0.128265113,600,0.665833931,600,0.962913981,,,,,,,600,0.966608704,530,0.440492236
,,631,0.003079,611,0.4904688,651,0.8,501,0.509089182,501,0.519552116,631,-0.011087269,601,0.131028851,601,0.664583617,601,0.960472227,,,,,,,601,0.967554718,531,0.439785076
,,632,0.002842,612,0.4780304,652,0.81,502,0.505967084,502,0.528047402,632,-0.011167791,602,0.133506317,602,0.663337976,602,0.957951376,,,,,,,602,0.968536921,532,0.438924599
,,633,0.002623,613,0.4656776,653,0.81,503,0.502828297,503,0.541155072,633,-0.011169449,603,0.135704087,603,0.662086767,603,0.955351328,,,,,,,603,0.969552189,533,0.437910531
,,634,0.002421,614,0.4534032,654,0.81,504,0.499673022,504,0.552891919,634,-0.011094445,604,0.137628792,604,0.660819679,604,0.952671981,,,,,,,604,0.970597371,534,0.436742778
,,635,0.002235,615,0.4412,655,0.82,505,0.496501259,505,0.574462285,635,-0.010945004,605,0.139287111,605,0.659526331,605,0.949913239,,,,,,,605,0.971669298,535,0.435421419
,,636,0.002062,616,0.42908,656,0.82,506,0.493806562,506,0.587333283,636,-0.010723365,606,0.140685781,606,0.658196281,606,0.947073671,,,,,,,606,0.972764778,536,0.433946714
,,637,0.001903,617,0.417036,657,0.82,507,0.491097532,507,0.605248137,637,-0.010431781,607,0.14183159,607,0.656819011,607,0.944140954,,,,,,,607,0.973880594,537,0.432319104
,,638,0.001757,618,0.405032,658,0.82,508,0.488373761,508,0.615579323,638,-0.010072525,608,0.142731381,608,0.655383937,608,0.941097354,,,,,,,608,0.975013513,538,0.430539209
