Wavelength,D65,Los Angeles LED,LEDway Streetlight CW 54W,150 W HPS,OCTRON 32 W,Iwasaki 60W,Ceramic Metal Halide 70 W,74 WW CW7,3000K LED,74 WW CW10,LPS 18 W,Metal Halide 70W,Anna,AEL 75W,PC Amber Cree,Cosmopolis 60W,LLT Telescope Light,Yard Blaster,SORAA Vivid,Kerosene Oil,TL950,Feit Red LED,CFL Greenlite 13 W,A,Full moon,LSG Good Night 2016,Philips AmbientLED
597,0.00001244,1.64E-05,0.00001313,0.00005037,0.000008286,0.000008434,0.00003908,2.21E-05,1.84E-05,2.50E-05,2.04E-06,3.91E-05,4.36E-05,2.87E-05,2.91E-05,0.00003714,2.39E-05,0.00002082,0.0000138,0.00002011,0.00001455,0.00000768,0.000009727,0.00001721,1.43E-05,0.00002353,0.00002056
598,0.00001246,1.62E-05,0.00001295,0.00004622,0.000008774,0.00000849,3.68E-05,2.21E-05,1.84E-05,2.51E-05,1.57E-06,3.68E-05,4.41E-05,0.000029025,2.94E-05,0.00003349,2.44E-05,1.84E-05,0.00001385,0.00002049,1.46E-05,0.000008526,1.06E-05,0.00001732,1.44E-05,0.00002367,0.00002065
599,0.00001246,1.61E-05,0.00001277,0.00004225,0.000009213,0.00000855,0.00003452,2.21E-05,1.83E-05,2.51E-05,1.24E-06,3.45E-05,4.45E-05,2.92E-05,2.95E-05,3.05E-05,2.48E-05,0.00001629,1.39E-05,0.00002071,0.0000147,0.000009246,1.13E-05,0.00001742,1.45E-05,0.00002379,2.07E-05
600,0.00001247,1.60E-05,0.00001259,0.0000386,0.000009114,0.000008618,0.00003223,2.20E-05,1.86E-05,2.51E-05,1.04E-06,3.22E-05,4.48E-05,0.00002945,2.99E-05,0.00002783,2.52E-05,0.00001443,0.00001395,0.0000209,1.48E-05,0.000009815,1.11E-05,0.00001751,1.47E-05,0.00002389,0.00002081
601,0.00001247,1.59E-05,0.00001241,0.00003529,0.000008243,0.000008697,0.00002999,2.20E-05,1.84E-05,2.50E-05,9.17E-07,3.00E-05,4.50E-05,2.96E-05,3.01E-05,0.00002548,2.54E-05,0.00001289,0.000014,0.00002114,1.49E-05,0.00001046,9.79E-06,0.0000176,1.48E-05,0.00002399,0.00002088
602,0.00001247,1.58E-05,0.00001224,0.00003228,7.20E-06,0.000008771,0.00002792,2.19E-05,1.81E-05,2.50E-05,8.22E-07,2.79E-05,4.52E-05,2.98E-05,3.02E-05,0.00002327,2.57E-05,0.00001173,0.00001405,0.00002148,0.00001497,0.00001144,0.00000834,0.0000177,1.49E-05,0.00002408,0.00002095
603,0.00001246,1.57E-05,0.00001208,0.00002958,0.00000653,0.000008849,0.00002604,2.19E-05,1.80E-05,2.49E-05,7.50E-07,2.60E-05,4.53E-05,2.99E-05,3.06E-05,0.00002126,2.60E-05,1.08E-05,1.41E-05,2.17E-05,0.00001508,0.00001283,0.000007487,0.00001781,1.50E-05,2.42E-05,0.00002102
604,0.00001245,1.56E-05,0.00001193,0.00002716,6.56E-06,0.000008936,2.44E-05,2.18E-05,1.80E-05,2.49E-05,6.95E-07,2.44E-05,4.53E-05,3.00E-05,3.05E-05,0.0000195,2.62E-05,0.000009821,0.00001416,0.00002191,0.0000152,1.46E-05,0.000007729,0.00001792,1.51E-05,0.00002424,2.11E-05
605,0.00001244,1.55E-05,0.00001178,2.50E-05,0.000007029,0.000009023,0.00002298,2.18E-05,1.82E-05,2.48E-05,6.35E-07,2.30E-05,4.54E-05,3.01E-05,3.07E-05,0.00001809,2.64E-05,0.000008878,0.00001422,0.00002234,0.00001533,0.00001676,0.000008749,0.00001801,1.52E-05,2.43E-05,2.11E-05
606,0.00001244,1.54E-05,0.00001164,0.00002312,0.000008441,0.000009107,0.00002187,2.17E-05,1.78E-05,2.47E-05,5.83E-07,2.19E-05,4.54E-05,3.02E-05,3.08E-05,0.00001694,2.66E-05,0.000008088,0.00001428,2.27E-05,1.55E-05,0.00001913,0.00001137,0.0000181,1.52E-05,0.00002435,0.00002113
607,0.00001244,1.52E-05,0.00001149,0.00002143,0.00001246,0.000009188,0.00002099,2.16E-05,1.81E-05,2.46E-05,5.32E-07,2.10E-05,4.54E-05,3.02E-05,3.10E-05,0.000016,2.68E-05,0.000007506,0.00001433,0.00002288,0.00001564,0.0000216,0.00001796,0.0000182,1.53E-05,0.00002438,0.00002115
608,0.00001243,1.50E-05,1.13E-05,0.00001994,2.26E-05,0.000009265,0.00002023,2.14E-05,1.82E-05,2.45E-05,4.56E-07,2.02E-05,4.54E-05,3.02E-05,3.06E-05,1.53E-05,2.71E-05,7.07E-06,0.00001438,0.00002312,0.00001579,0.00002405,0.00003336,0.00001831,1.53E-05,0.00002439,0.00002117
609,0.00001243,1.49E-05,0.00001118,0.00001863,0.00003849,0.00000935,0.00001943,2.13E-05,1.77E-05,2.43E-05,3.95E-07,1.94E-05,4.54E-05,3.02E-05,3.11E-05,0.00001493,2.74E-05,0.000006728,0.00001443,0.00002347,0.00001594,0.00002635,0.00005773,1.84E-05,1.52E-05,0.00002439,0.00002118
610,0.00001241,1.48E-05,0.00001103,0.00001749,0.00005659,0.000009449,0.00001851,2.12E-05,1.76E-05,2.42E-05,3.61E-07,1.85E-05,4.53E-05,3.02E-05,3.08E-05,0.00001484,2.76E-05,0.000006446,0.00001448,2.37E-05,0.00001608,0.00002846,0.00008565,0.0000185,1.52E-05,0.00002438,0.00002119
611,0.0000124,1.47E-05,0.00001088,0.00001659,7.06E-05,0.000009559,0.00001756,2.10E-05,1.77E-05,2.40E-05,3.56E-07,1.76E-05,4.52E-05,3.01E-05,3.07E-05,1.48E-05,2.77E-05,6.23E-06,0.00001453,0.00002396,0.0000162,0.00003063,0.0001073,0.00001859,1.52E-05,2.44E-05,0.00002119
612,0.00001237,1.45E-05,1.07E-05,0.00001651,0.00006952,9.64E-06,0.00001702,2.09E-05,1.76E-05,2.38E-05,4.18E-07,1.70E-05,4.50E-05,3.00E-05,3.08E-05,1.47E-05,2.79E-05,0.000006137,0.00001457,0.00002426,0.0000163,0.00003321,0.0001069,0.00001869,1.52E-05,0.00002433,0.00002119
613,0.00001234,1.44E-05,0.0000106,0.00001769,0.00005634,0.00000969,0.00001697,2.07E-05,1.73E-05,2.36E-05,5.87E-07,1.70E-05,4.47E-05,3.01E-05,3.09E-05,0.00001492,2.81E-05,6.18E-06,0.00001461,0.00002457,0.00001637,0.00003633,0.00008776,0.0000188,1.52E-05,0.00002429,0.00002118
614,0.00001231,1.43E-05,0.00001046,0.00002017,0.00003903,0.000009709,0.00001733,2.05E-05,1.71E-05,2.34E-05,8.68E-07,1.73E-05,4.44E-05,2.99E-05,3.09E-05,0.00001573,2.83E-05,6.31E-06,1.47E-05,2.47E-05,0.00001642,0.00004009,0.00006039,0.00001891,1.52E-05,0.00002424,2.12E-05
615,0.00001228,1.42E-05,0.00001033,0.00002281,0.00002793,0.000009736,0.00001776,2.04E-05,1.72E-05,2.33E-05,1.13E-06,1.78E-05,4.41E-05,2.98E-05,3.06E-05,0.00001694,2.85E-05,6.36E-06,0.0000147,0.0000249,1.65E-05,0.00004457,4.16E-05,0.000019,1.52E-05,0.00002416,0.00002113
616,0.00001226,1.40E-05,1.02E-05,0.00002335,0.0000215,0.000009784,0.00001782,2.02E-05,1.68E-05,2.31E-05,1.18E-06,1.78E-05,4.38E-05,2.97E-05,3.05E-05,0.0000171,2.86E-05,0.00000631,0.00001473,0.00002522,1.65E-05,4.98E-05,2.95E-05,0.00001909,1.52E-05,0.00002408,2.11E-05
617,0.00001224,1.39E-05,0.00001006,0.00002062,0.0000176,9.85E-06,0.00001727,2.00E-05,1.65E-05,2.29E-05,9.28E-07,1.73E-05,4.35E-05,2.95E-05,3.07E-05,0.00001573,2.88E-05,0.000006352,0.00001476,2.56E-05,0.0000165,5.59E-05,0.00002102,1.92E-05,1.53E-05,0.00002398,2.11E-05
618,0.00001222,1.38E-05,0.000009929,1.58E-05,0.00001589,0.00000993,0.00001637,1.98E-05,1.68E-05,2.27E-05,5.46E-07,1.64E-05,4.31E-05,2.93E-05,3.02E-05,0.00001306,2.90E-05,0.000007149,0.0000148,0.00002586,0.00001652,0.00006263,1.58E-05,0.0000193,1.53E-05,2.39E-05,0.00002101
619,0.00001219,1.36E-05,0.000009808,0.00001222,0.00001553,1.00E-05,0.00001543,1.97E-05,1.65E-05,2.25E-05,2.81E-07,1.54E-05,4.27E-05,2.92E-05,3.00E-05,0.00001104,2.92E-05,0.000008702,1.48E-05,2.62E-05,0.00001652,0.00007013,0.00001328,0.0000194,1.53E-05,0.00002376,0.00002095
620,1.22E-05,1.35E-05,0.000009689,0.00001078,0.00001566,0.00001011,0.00001449,1.95E-05,1.65E-05,2.23E-05,2.06E-07,1.45E-05,4.24E-05,2.89E-05,3.01E-05,0.00001003,2.94E-05,0.00001065,0.00001485,0.0000266,0.00001651,0.00007831,0.00001253,0.00001949,1.54E-05,0.00002364,0.00002089
621,0.00001211,1.33E-05,0.000009565,0.0000102,0.0000153,0.00001024,0.00001319,1.92E-05,1.61E-05,2.20E-05,1.93E-07,1.32E-05,4.20E-05,2.88E-05,2.98E-05,9.73E-06,2.95E-05,0.00001214,0.00001488,2.70E-05,0.00001649,0.00008721,1.25E-05,0.00001958,1.53E-05,0.00002352,0.00002083
622,0.00001205,1.30E-05,0.000009438,0.000009842,0.00001431,1.04E-05,0.00001217,1.89E-05,1.59E-05,2.17E-05,1.84E-07,1.22E-05,4.15E-05,2.86E-05,2.96E-05,0.000009612,2.97E-05,0.00001277,0.0000149,0.00002729,0.00001644,0.00009682,0.00001293,0.00001968,1.53E-05,2.34E-05,0.00002076
623,0.00001199,1.28E-05,0.000009303,0.000009473,0.00001291,0.00001061,0.0000117,1.87E-05,1.59E-05,2.14E-05,1.68E-07,1.17E-05,4.11E-05,2.83E-05,2.94E-05,0.000009577,2.98E-05,0.00001316,0.00001491,0.00002757,0.00001636,0.000107,0.00001345,0.00001979,1.53E-05,0.00002323,2.07E-05
624,0.00001192,1.26E-05,0.000009162,0.000009128,0.00001157,0.00001084,0.00001184,1.84E-05,1.57E-05,2.11E-05,1.62E-07,1.18E-05,4.06E-05,2.81E-05,2.91E-05,0.000009617,2.99E-05,0.00001437,0.00001492,2.76E-05,0.00001627,0.0001176,0.00001396,1.99E-05,1.52E-05,0.00002306,2.06E-05
625,0.00001185,1.25E-05,0.000009021,0.000008815,0.00001035,0.00001101,1.22E-05,1.81E-05,1.59E-05,2.08E-05,1.58E-07,1.22E-05,4.02E-05,2.78E-05,2.89E-05,9.76E-06,3.00E-05,0.0000148,0.00001492,0.00002789,0.00001614,0.0001283,0.00001424,0.00001998,1.51E-05,0.00002287,0.00002046
626,0.00001177,1.24E-05,0.000008873,0.000008531,0.000009353,1.11E-05,0.00001221,1.79E-05,1.55E-05,2.06E-05,1.62E-07,1.22E-05,3.97E-05,2.75E-05,2.84E-05,0.000009978,3.00E-05,0.00001394,0.00001491,0.00002832,1.60E-05,0.0001391,1.43E-05,0.00002007,1.50E-05,2.27E-05,0.00002032
627,0.0000117,1.23E-05,0.000008718,0.000008277,0.000008751,0.00001101,0.00001156,1.77E-05,1.53E-05,2.03E-05,1.72E-07,1.16E-05,3.92E-05,2.73E-05,2.82E-05,0.00001021,2.99E-05,1.20E-05,0.00001489,0.00002873,0.00001578,0.0001498,0.00001424,0.00002017,1.49E-05,0.00002246,0.00002017
628,0.00001163,1.21E-05,0.000008574,0.000008046,0.000008998,0.00001088,0.00001059,1.75E-05,1.53E-05,2.01E-05,1.50E-07,1.06E-05,3.87E-05,0.000026975,2.80E-05,1.04E-05,2.99E-05,0.00001105,0.00001488,0.00002898,0.00001561,0.0001601,0.00001488,0.00002028,1.49E-05,0.00002225,0.00002004
629,0.00001157,1.20E-05,0.00000843,0.000007831,0.00001005,0.00001078,0.000009831,1.73E-05,1.51E-05,1.99E-05,1.35E-07,9.83E-06,3.82E-05,2.67E-05,2.76E-05,0.00001041,2.98E-05,1.16E-05,1.49E-05,0.00002926,0.00001543,0.0001702,0.00001637,2.04E-05,1.48E-05,0.00002205,0.00001991
630,0.00001154,1.18E-05,8.28E-06,7.63E-06,0.00001137,0.00001078,0.000009517,1.71E-05,1.47E-05,1.96E-05,1.45E-07,9.52E-06,3.77E-05,2.64E-05,2.74E-05,0.00001021,2.97E-05,0.00001297,1.48E-05,0.00002959,0.00001523,0.0001798,0.00001803,0.00002047,1.49E-05,0.00002185,0.00001976
631,0.00001152,1.15E-05,0.000008138,0.000007435,0.00001155,0.00001084,0.000009334,1.68E-05,1.48E-05,1.93E-05,1.62E-07,9.33E-06,3.71E-05,2.61E-05,2.70E-05,0.000009612,2.95E-05,0.00001246,1.48E-05,0.00002988,0.00001503,0.000189,0.00001768,0.00002056,1.50E-05,0.00002164,0.00001961
632,0.00001152,1.13E-05,0.000007984,0.000007251,0.00000965,0.0000109,0.000009211,1.66E-05,1.44E-05,1.91E-05,1.72E-07,9.21E-06,3.66E-05,2.58E-05,2.66E-05,0.000008951,2.94E-05,0.000009758,1.48E-05,0.00003019,1.49E-05,0.0001974,1.43E-05,0.00002066,1.51E-05,2.14E-05,0.00001949
633,0.00001152,1.10E-05,0.000007833,0.000007077,6.41E-06,0.00001095,0.000009096,1.63E-05,1.41E-05,1.88E-05,1.70E-07,9.10E-06,3.60E-05,2.55E-05,2.63E-05,0.000008597,2.92E-05,0.000006153,0.00001476,0.0000307,1.47E-05,0.0002047,0.000009096,0.00002077,1.52E-05,0.00002117,0.00001935
634,0.00001154,1.08E-05,0.000007692,0.000006913,0.000004171,0.00001102,0.000008959,1.61E-05,1.41E-05,1.85E-05,1.58E-07,8.96E-06,3.54E-05,2.52E-05,2.62E-05,0.000008824,2.90E-05,0.000004684,0.00001472,0.0000313,0.00001448,0.0002106,0.000005539,0.00002087,1.53E-05,0.00002091,1.92E-05
635,0.00001157,1.05E-05,0.000007546,0.000006761,3.11E-06,0.0000111,0.000008812,1.58E-05,1.39E-05,1.82E-05,1.32E-07,8.81E-06,3.48E-05,2.48E-05,2.56E-05,0.000009273,2.88E-05,4.36E-06,1.47E-05,0.00003123,0.00001428,0.0002147,0.000003828,0.00002095,1.54E-05,0.00002064,0.00001902
636,0.0000116,1.04E-05,0.000007402,0.000006618,0.000002843,0.00001117,0.000008686,1.55E-05,1.39E-05,1.79E-05,1.18E-07,8.69E-06,3.42E-05,2.45E-05,2.52E-05,0.000009838,2.85E-05,0.000004711,1.47E-05,0.0000315,1.41E-05,0.0002169,0.000003346,0.00002104,1.55E-05,0.00002036,0.00001887
637,1.16E-05,1.03E-05,0.000007264,0.00000648,2.65E-06,1.13E-05,0.000008621,1.53E-05,1.34E-05,1.76E-05,1.51E-07,8.62E-06,3.35E-05,2.42E-05,2.52E-05,1.04E-05,2.81E-05,5.26E-06,0.00001461,0.00003205,0.00001394,0.0002168,3.00E-06,0.00002114,1.56E-05,2.01E-05,0.00001872
638,0.00001162,1.03E-05,0.000007119,0.000006343,2.51E-06,0.00001132,0.000008571,1.50E-05,1.33E-05,1.73E-05,2.14E-07,8.57E-06,3.29E-05,2.38E-05,2.45E-05,0.00001056,2.77E-05,0.000005566,0.00001455,0.00003243,0.00001374,0.0002145,0.000002742,0.00002125,1.57E-05,0.00001981,0.00001854
639,1.16E-05,1.02E-05,0.000006975,6.21E-06,0.000002413,0.00001139,0.000008519,1.48E-05,1.32E-05,1.70E-05,2.81E-07,8.52E-06,3.23E-05,0.0000235,2.42E-05,0.00001012,2.73E-05,0.000005581,1.45E-05,0.00003268,1.35E-05,0.0002101,0.000002546,0.00002135,1.57E-05,0.00001956,0.00001836
640,0.0000116,1.01E-05,0.000006836,0.000006076,0.000002355,0.00001147,0.000008473,1.45E-05,1.31E-05,1.67E-05,3.17E-07,8.47E-06,3.17E-05,2.32E-05,2.40E-05,0.000009171,2.70E-05,0.000005429,1.44E-05,0.0000331,0.00001338,0.0002036,2.43E-06,0.00002144,1.57E-05,1.93E-05,0.0000182
641,0.00001157,1.00E-05,0.000006703,0.000005949,0.000002366,0.00001155,0.000008528,1.43E-05,1.29E-05,1.64E-05,2.85E-07,8.53E-06,3.12E-05,2.28E-05,2.34E-05,0.00000829,2.66E-05,0.000005622,0.00001439,0.0000336,0.00001322,0.0001953,0.000002382,2.15E-05,1.57E-05,0.00001908,1.81E-05
642,0.00001153,9.79E-06,0.00000657,0.000005827,0.000002429,0.00001163,0.000008551,1.40E-05,1.28E-05,1.60E-05,1.93E-07,8.55E-06,3.07E-05,2.24E-05,2.31E-05,8.42E-06,2.62E-05,0.00000528,1.43E-05,0.00003375,0.00001302,0.0001851,0.000002388,0.00002162,1.57E-05,0.00001882,0.00001786
643,0.00001147,9.54E-06,6.44E-06,5.71E-06,0.000002518,0.00001171,0.000008449,1.37E-05,1.27E-05,1.57E-05,8.51E-08,8.45E-06,3.02E-05,2.21E-05,2.27E-05,0.000009447,2.58E-05,0.00000425,0.00001423,0.00003411,0.00001281,0.0001733,0.000002413,0.00002173,1.57E-05,0.00001855,0.00001766
644,0.00001141,9.31E-06,0.000006303,0.00000561,0.000002589,0.00001178,0.000008152,1.34E-05,1.23E-05,1.54E-05,6.81E-08,8.15E-06,2.97E-05,2.17E-05,2.22E-05,0.00001057,2.55E-05,0.000003531,0.00001415,0.0000345,0.00001262,0.00016,0.000002424,0.00002183,1.56E-05,1.83E-05,0.00001747
645,0.00001134,9.09E-06,0.000006172,0.000005523,0.00000261,0.00001186,0.000007942,1.32E-05,1.21E-05,1.51E-05,7.15E-08,7.94E-06,2.92E-05,2.14E-05,2.19E-05,0.00001097,2.52E-05,0.000003199,0.00001406,0.00003474,0.0000124,0.0001456,0.000002403,0.00002192,1.55E-05,0.00001796,0.00001727
646,0.00001128,8.87E-06,6.05E-06,0.000005439,0.000002626,0.00001194,7.88E-06,1.29E-05,1.20E-05,1.48E-05,7.44E-08,7.88E-06,2.86E-05,2.10E-05,2.17E-05,0.00001057,2.49E-05,0.000003096,0.00001395,0.00003503,0.00001214,0.0001306,0.000002427,0.000022,1.53E-05,0.00001766,0.00001702
647,0.00001121,8.66E-06,0.000005925,0.000005339,2.74E-06,0.00001202,0.000007899,1.27E-05,1.15E-05,1.46E-05,7.78E-08,7.90E-06,2.81E-05,2.06E-05,2.11E-05,0.000009625,2.45E-05,0.000002837,0.00001383,3.53E-05,0.00001187,0.0001155,2.65E-06,0.0000221,1.52E-05,0.00001736,0.00001677
648,0.00001116,8.48E-06,5.80E-06,0.000005203,0.000003187,0.0000121,0.000007864,1.25E-05,1.17E-05,1.43E-05,8.23E-08,7.87E-06,2.75E-05,2.03E-05,2.06E-05,0.000008604,2.41E-05,0.000002648,1.37E-05,0.00003558,0.00001165,0.0001008,0.000003373,0.00002221,1.51E-05,0.00001708,0.00001655
649,1.11E-05,8.30E-06,0.000005682,0.000005042,3.89E-06,1.22E-05,0.000007735,1.22E-05,1.14E-05,1.41E-05,1.02E-07,7.74E-06,2.70E-05,2.00E-05,2.04E-05,0.000007595,2.37E-05,0.000002544,0.00001362,0.00003626,0.00001144,0.00008695,0.000004506,2.23E-05,1.51E-05,0.00001681,0.00001635
650,1.11E-05,8.10E-06,0.000005565,0.000004883,0.00000457,0.00001226,0.000007533,1.20E-05,1.11E-05,1.38E-05,1.42E-07,7.53E-06,2.64E-05,1.96E-05,2.00E-05,6.63E-06,2.34E-05,0.0000025,0.00001351,3.65E-05,0.00001122,0.00007423,0.000005677,0.00002239,1.51E-05,0.00001656,0.00001613
651,1.11E-05,7.90E-06,0.000005451,4.77E-06,0.000004484,0.00001234,0.000007406,1.17E-05,1.06E-05,1.35E-05,1.43E-07,7.40E-06,2.58E-05,1.93E-05,1.96E-05,0.000005723,2.30E-05,0.000002504,0.0000134,3.68E-05,0.000011,6.28E-05,0.00000584,0.00002248,1.51E-05,0.0000163,0.00001592
652,1.11E-05,7.73E-06,5.33E-06,0.000004715,0.000003844,0.00001242,0.000007499,1.15E-05,1.09E-05,1.32E-05,1.15E-07,7.50E-06,2.53E-05,1.89E-05,1.93E-05,0.000005278,2.26E-05,0.000002552,0.0000133,0.00003739,0.00001081,0.00005261,0.000005163,0.00002258,1.51E-05,0.00001603,0.00001574
653,0.00001108,7.55E-06,0.000005213,0.000004717,0.000003005,1.25E-05,0.000007899,1.12E-05,1.07E-05,1.29E-05,7.82E-08,7.90E-06,2.48E-05,1.86E-05,1.90E-05,5.37E-06,2.21E-05,0.000002608,0.0000132,0.00003784,0.00001062,4.38E-05,0.000004084,0.00002268,1.51E-05,0.00001573,0.00001555
654,1.11E-05,7.34E-06,0.000005102,0.000004746,0.00000242,0.00001257,8.63E-06,1.10E-05,1.04E-05,1.26E-05,5.43E-08,8.64E-06,2.42E-05,1.82E-05,1.85E-05,0.000005645,2.17E-05,0.000002541,0.00001307,0.00003825,0.00001039,0.00003624,0.000003346,0.00002278,1.51E-05,1.54E-05,0.00001532
655,0.0000111,7.14E-06,0.000004995,0.000004765,0.000002027,0.00001265,9.42E-06,1.07E-05,1.02E-05,1.23E-05,5.10E-08,9.41E-06,2.36E-05,1.79E-05,1.82E-05,0.000005745,2.13E-05,0.000002481,0.00001294,0.00003852,0.00001016,0.00003001,0.000002865,0.00002287,1.51E-05,0.0000151,0.00001509
656,0.00001111,6.98E-06,0.000004891,0.000004748,0.000001798,0.00001273,0.000009965,1.05E-05,1.00E-05,1.21E-05,5.88E-08,9.96E-06,2.31E-05,1.76E-05,1.78E-05,0.000005544,2.09E-05,0.000002489,0.00001282,0.00003861,9.97E-06,2.50E-05,0.000002595,0.00002295,1.52E-05,1.48E-05,0.00001489
657,0.0000111,6.84E-06,0.000004783,4.68E-06,0.000001741,0.00001281,0.000009982,1.03E-05,9.79E-06,1.18E-05,4.36E-08,9.98E-06,2.25E-05,1.72E-05,1.73E-05,5.10E-06,2.04E-05,2.56E-06,0.00001271,0.00003896,0.000009783,0.00002096,0.00000253,0.00002305,1.53E-05,1.45E-05,0.0000147
658,0.0000111,6.67E-06,0.000004678,0.000004558,0.000001673,0.00001289,0.000009451,1.01E-05,9.60E-06,1.16E-05,4.32E-08,9.45E-06,2.19E-05,1.69E-05,1.70E-05,0.000004669,2.00E-05,0.000002638,0.00001256,0.0000394,0.000009566,0.00001784,0.000002397,2.32E-05,1.55E-05,0.00001418,1.45E-05
659,0.0000111,6.52E-06,0.000004577,4.41E-06,0.000001632,0.00001297,0.000008539,9.89E-06,9.17E-06,1.13E-05,5.79E-08,8.54E-06,2.14E-05,1.66E-05,1.68E-05,0.00000435,1.95E-05,0.000002661,0.00001242,0.00003983,9.35E-06,1.54E-05,0.000002268,0.00002325,1.57E-05,0.00001391,0.00001424
660,0.00001111,6.40E-06,0.000004476,4.25E-06,0.000001765,1.31E-05,0.000007559,9.68E-06,9.15E-06,1.11E-05,6.99E-08,7.56E-06,2.09E-05,1.62E-05,1.63E-05,0.000004148,1.92E-05,0.000002529,1.23E-05,0.00004021,0.00000918,0.00001351,0.000002395,0.00002334,1.59E-05,0.00001366,0.00001405
661,0.00001113,6.28E-06,0.000004377,0.000004113,0.000002261,0.00001312,0.000007013,9.44E-06,9.09E-06,1.08E-05,5.86E-08,7.01E-06,2.04E-05,1.59E-05,1.59E-05,0.000003999,1.88E-05,0.00000229,1.22E-05,0.00004078,0.000009009,0.00001177,0.000003054,0.00002342,1.61E-05,0.00001342,0.00001386
662,0.00001115,6.13E-06,0.000004281,0.000004017,0.000002753,0.0000132,0.000006841,9.20E-06,8.89E-06,1.06E-05,4.11E-08,6.84E-06,2.00E-05,1.56E-05,1.57E-05,0.000003905,1.84E-05,0.000002058,0.00001203,4.12E-05,0.000008808,0.00000995,3.69E-06,0.00002352,1.63E-05,0.00001316,0.00001364
663,0.00001118,5.97E-06,0.000004189,0.000003975,0.000002828,0.00001328,0.000006866,8.96E-06,8.57E-06,1.04E-05,3.81E-08,6.86E-06,1.96E-05,1.52E-05,1.53E-05,3.87E-06,1.80E-05,0.000001941,0.00001188,0.00004138,0.000008602,0.000008109,3.69E-06,0.00002362,1.65E-05,0.00001288,0.00001341
664,0.00001121,5.82E-06,0.000004092,3.99E-06,0.000002423,1.34E-05,0.000007082,8.72E-06,8.47E-06,1.02E-05,4.90E-08,7.08E-06,1.92E-05,1.49E-05,1.49E-05,0.000003908,1.77E-05,0.000001937,0.00001174,0.00004187,0.000008415,0.000006352,0.000002952,0.00002372,1.66E-05,0.0000126,0.0000132
665,0.00001126,5.66E-06,0.000003999,0.000004057,0.000002029,0.00001344,0.000007455,8.48E-06,8.13E-06,9.94E-06,5.21E-08,7.45E-06,1.87E-05,1.46E-05,1.44E-05,0.00000395,1.74E-05,0.000001991,0.00001159,0.00004213,0.000008218,0.000004812,2.18E-06,0.0000238,1.67E-05,0.00001231,0.00001298
666,1.13E-05,5.47E-06,0.000003913,0.000004159,0.000001934,0.00001353,0.00000786,8.29E-06,8.05E-06,9.68E-06,4.66E-08,7.86E-06,1.82E-05,1.43E-05,1.43E-05,0.000003972,1.71E-05,0.000002062,0.0000114,0.00004237,7.99E-06,0.000003606,0.00000183,0.00002388,1.68E-05,0.00001202,1.27E-05
667,0.00001135,5.30E-06,0.000003824,0.000004279,0.000001986,0.00001362,0.000007958,8.11E-06,7.79E-06,9.43E-06,8.67E-08,7.96E-06,1.78E-05,1.40E-05,1.41E-05,0.000003973,1.68E-05,0.000002112,0.00001121,0.00004299,0.000007754,0.000002817,0.000001735,0.00002398,1.68E-05,0.00001175,0.00001246
668,0.00001138,5.15E-06,0.000003737,0.000004396,0.000001984,0.0000137,0.00000785,7.92E-06,7.66E-06,9.17E-06,9.95E-08,7.85E-06,1.73E-05,1.37E-05,1.36E-05,4.14E-06,1.65E-05,0.000002373,0.00001105,0.00004353,0.000007563,0.000002467,0.000001693,0.00002408,1.68E-05,0.0000115,0.00001224
669,0.0000114,5.03E-06,0.000003653,0.000004494,0.000001871,0.00001381,0.000007736,7.73E-06,7.55E-06,8.92E-06,7.84E-08,7.74E-06,1.68E-05,1.34E-05,1.34E-05,4.50E-06,1.62E-05,0.00000294,0.0000109,0.00004386,7.39E-06,0.000002519,0.000001625,0.00002418,1.69E-05,1.13E-05,0.00001204
670,0.0000114,4.92E-06,0.00000357,0.000004561,0.000001721,0.00001396,0.000007949,7.55E-06,7.46E-06,8.67E-06,7.11E-08,7.95E-06,1.63E-05,1.31E-05,1.30E-05,0.000004945,1.59E-05,0.000003814,1.07E-05,0.00004413,0.0000072,0.000002882,0.000001552,0.00002426,1.69E-05,1.11E-05,0.00001181
671,0.00001138,4.81E-06,0.00000349,0.000004586,0.000001603,1.41E-05,0.000008107,7.37E-06,7.34E-06,8.47E-06,6.95E-08,8.11E-06,1.58E-05,0.0000128,1.27E-05,0.000005045,1.56E-05,0.000004212,0.00001057,0.00004478,0.000007022,0.000003223,0.000001486,0.00002434,1.69E-05,0.00001085,0.0000116
672,0.00001132,4.74E-06,0.000003412,0.000004567,0.000001521,0.00001421,0.000008062,7.19E-06,7.21E-06,8.27E-06,6.74E-08,8.06E-06,1.54E-05,1.25E-05,1.24E-05,0.000004778,1.52E-05,0.00000413,0.00001043,0.00004518,6.87E-06,0.000003282,0.000001415,0.00002444,1.69E-05,0.00001063,0.00001142
673,1.13E-05,4.66E-06,0.000003335,0.000004503,0.000001455,0.00001421,0.000007786,7.01E-06,7.09E-06,8.07E-06,5.83E-08,7.79E-06,1.50E-05,1.22E-05,1.21E-05,0.000004306,1.48E-05,0.000003874,0.00001029,0.00004552,6.72E-06,0.000003085,0.000001327,0.00002454,1.69E-05,1.04E-05,0.00001124
