Wavelength,D65,Los Angeles LED,LEDway Streetlight CW 54W,150 W HPS,OCTRON 32 W,Iwasaki 60W,Ceramic Metal Halide 70 W,74 WW CW7,3000K LED,74 WW CW10,LPS 18 W,Metal Halide 70W,Anna,AEL 75W,PC Amber Cree,Cosmopolis 60W,LLT Telescope Light,Yard Blaster,SORAA Vivid,Kerosene Oil,TL950,Feit Red LED,CFL Greenlite 13 W,A,Full moon,LSG Good Night 2016,Philips AmbientLED
520,0.00001452,1.06E-05,0.00001365,6.71E-07,0.000001638,0.000003871,0.000005402,5.69E-06,9.96E-06,2.08E-06,4.11E-08,5.40E-06,0,2.32E-06,2.30E-06,0.00000727,5.39E-06,0.000003811,0.00001373,6.10E-06,1.11E-05,0,4.08E-07,0.000009838,1.22E-05,0.000006186,0.000007218
521,0.00001453,1.09E-05,1.39E-05,5.89E-07,1.61E-06,0.000003921,0.000005485,5.97E-06,1.02E-05,2.35E-06,3.28E-08,5.48E-06,0,2.47E-06,2.57E-06,7.17E-06,5.55E-06,0.000004259,0.00001366,0.000006173,0.00001095,6.64E-10,4.10E-07,9.92E-06,1.23E-05,0.000006285,7.34E-06
522,0.00001455,1.12E-05,0.00001413,5.87E-07,1.60E-06,0.000003974,0.000005517,6.24E-06,1.01E-05,2.62E-06,1.74E-08,5.52E-06,0,2.60E-06,2.69E-06,0.000007175,5.74E-06,0.000004568,0.0000136,6.12E-06,0.00001078,1.17E-09,4.21E-07,1.00E-05,1.25E-05,0.000006397,0.000007485
523,1.46E-05,1.15E-05,0.00001436,5.85E-07,0.000001592,0.000004027,0.000005495,6.52E-06,1.02E-05,2.88E-06,2.43E-08,5.49E-06,0,0.000002755,2.82E-06,0.000007419,5.93E-06,0.000004522,0.00001355,0.000006371,0.00001063,1.55E-09,4.42E-07,0.00001011,1.26E-05,0.000006523,0.000007631
524,1.47E-05,1.18E-05,0.00001457,5.87E-07,0.000001597,0.00000408,0.000005417,6.80E-06,1.05E-05,3.15E-06,2.96E-08,5.42E-06,0,2.91E-06,2.93E-06,0.000007769,6.12E-06,0.000004161,0.00001351,0.00000657,0.0000105,1.84E-09,4.74E-07,0.0000102,1.27E-05,0.000006659,0.000007758
525,0.00001472,1.21E-05,0.00001477,5.92E-07,0.000001616,0.000004136,0.000005322,7.07E-06,1.07E-05,3.42E-06,2.63E-08,5.32E-06,0,3.06E-06,3.12E-06,0.000008062,6.29E-06,0.000003729,0.00001348,6.71E-06,0.00001038,2.09E-09,5.20E-07,0.00001028,1.28E-05,0.000006805,0.000007887
526,0.00001479,1.24E-05,0.00001497,5.99E-07,0.000001642,0.000004199,0.000005286,7.36E-06,1.08E-05,3.75E-06,1.81E-08,5.29E-06,0,3.22E-06,3.26E-06,0.000008172,6.47E-06,0.000003675,0.00001344,0.000006837,0.00001025,2.32E-09,5.77E-07,1.04E-05,1.28E-05,0.000006953,0.000008042
527,0.00001484,1.26E-05,1.51E-05,6.07E-07,0.00000168,0.000004264,0.00000542,7.64E-06,1.06E-05,4.07E-06,2.11E-08,5.42E-06,0,3.41E-06,3.45E-06,0.000008089,6.67E-06,0.000003707,0.0000134,0.000006958,0.00001012,2.56E-09,6.50E-07,0.00001046,1.29E-05,7.10E-06,0.000008201
528,0.00001489,1.29E-05,0.0000153,6.16E-07,0.000001748,0.000004333,0.000005814,7.92E-06,1.06E-05,4.40E-06,3.30E-08,5.82E-06,0,0.00000355,3.60E-06,0.000007673,6.88E-06,0.000003703,0.00001337,0.000007124,0.00001,2.81E-09,7.63E-07,0.00001056,1.30E-05,0.000007242,0.000008338
529,0.00001491,1.31E-05,0.00001545,6.25E-07,0.000001872,0.000004411,0.000006616,8.21E-06,1.09E-05,4.73E-06,4.30E-08,6.62E-06,0,3.71E-06,3.76E-06,0.000007181,7.06E-06,0.000003673,0.00001335,0.000007313,0.0000099,3.07E-09,9.42E-07,0.00001066,1.31E-05,0.000007376,0.000008477
530,0.00001492,1.34E-05,0.0000156,6.36E-07,0.000002056,0.000004495,0.000008334,8.49E-06,1.10E-05,5.05E-06,3.05E-08,8.33E-06,0,3.89E-06,3.95E-06,0.000007239,7.19E-06,0.000004226,0.00001332,0.000007459,0.000009844,3.33E-09,0.000001204,0.00001074,1.32E-05,0.0000075,0.000008645
531,0.00001491,1.36E-05,0.00001573,6.47E-07,0.000002294,0.000004595,0.00001152,8.77E-06,1.12E-05,5.39E-06,1.94E-08,1.15E-05,0,4.07E-06,4.12E-06,0.000009766,7.30E-06,5.53E-06,0.0000133,0.000007465,0.000009812,3.60E-09,1.55E-06,0.00001082,1.33E-05,0.000007626,0.000008816
532,0.00001487,1.38E-05,1.58E-05,6.57E-07,0.000002598,0.000004716,0.00001656,9.04E-06,1.15E-05,5.73E-06,2.69E-08,1.66E-05,0,4.25E-06,4.27E-06,0.00001458,7.42E-06,0.000007538,0.00001329,0.000007687,0.000009755,3.92E-09,0.000001989,0.00001092,1.33E-05,0.000007767,0.000008965
533,0.00001482,1.40E-05,0.00001595,6.68E-07,0.000003011,0.000004856,2.36E-05,9.31E-06,1.18E-05,6.07E-06,3.30E-08,2.36E-05,0,4.44E-06,4.48E-06,0.00002028,7.54E-06,0.000009841,0.00001327,8.08E-06,9.75E-06,4.32E-09,2.60E-06,0.00001102,1.34E-05,0.000007923,0.000009117
534,0.00001476,1.42E-05,0.00001605,6.81E-07,0.000003656,0.000004998,3.19E-05,9.58E-06,1.18E-05,6.40E-06,3.36E-08,3.19E-05,0,4.62E-06,4.67E-06,2.52E-05,7.67E-06,0.00001203,1.33E-05,7.85E-06,9.93E-06,4.88E-09,0.000003477,0.00001111,1.34E-05,0.000008092,0.000009299
535,0.00001469,1.43E-05,0.00001614,6.97E-07,0.000004727,0.000005133,4.04E-05,9.86E-06,1.18E-05,6.74E-06,3.00E-08,4.04E-05,0,4.79E-06,4.91E-06,0.00002813,7.79E-06,0.00001361,0.00001325,0.000007877,1.02E-05,5.65E-09,0.000004875,0.0000112,1.35E-05,0.000008269,0.000009487
536,0.00001463,1.45E-05,0.00001622,7.18E-07,0.000006418,5.27E-06,0.00004685,1.01E-05,1.21E-05,7.11E-06,3.08E-08,4.69E-05,0,4.99E-06,5.04E-06,0.00002843,7.94E-06,0.00001398,0.00001325,0.000008124,1.04E-05,6.70E-09,0.000007182,0.00001128,1.35E-05,0.000008449,0.000009651
537,0.00001458,1.46E-05,0.0000163,7.40E-07,0.000009719,0.000005385,0.00004955,1.04E-05,1.21E-05,7.48E-06,3.38E-08,4.95E-05,0,5.19E-06,5.21E-06,0.00002467,8.13E-06,1.25E-05,0.00001325,0.000008293,0.00001059,8.07E-09,0.0000115,0.00001138,1.35E-05,0.000008626,0.000009818
538,0.00001453,1.48E-05,0.00001637,7.65E-07,0.00001557,5.47E-06,0.00004773,1.06E-05,1.22E-05,7.84E-06,3.89E-08,4.77E-05,0,5.42E-06,5.47E-06,0.00001893,8.33E-06,0.0000101,0.00001325,0.000008392,0.00001105,9.80E-09,1.81E-05,1.15E-05,1.35E-05,8.80E-06,0.00001002
539,0.00001449,1.49E-05,0.00001642,7.95E-07,0.00002481,5.53E-06,0.00004153,1.09E-05,1.24E-05,8.21E-06,4.56E-08,4.15E-05,0,5.62E-06,5.57E-06,1.34E-05,8.53E-06,0.000008295,1.33E-05,0.000008507,0.00001202,1.19E-08,0.00002675,0.00001158,1.35E-05,0.000008956,0.00001023
540,1.45E-05,1.50E-05,0.00001647,8.33E-07,3.67E-05,5.80E-06,0.00003286,1.11E-05,1.25E-05,8.58E-06,5.21E-08,3.29E-05,0,5.84E-06,5.85E-06,0.00001026,8.69E-06,0.000007577,1.33E-05,0.00000867,0.00001363,1.44E-08,0.00003614,0.00001166,1.35E-05,9.10E-06,0.00001041
541,0.00001445,1.52E-05,0.00001652,8.92E-07,0.00005009,9.28E-06,0.00002406,1.14E-05,1.28E-05,8.94E-06,5.65E-08,2.41E-05,0,6.05E-06,6.03E-06,0.000008477,8.83E-06,0.000008526,0.00001325,0.00000886,0.00001586,1.75E-08,0.00004615,0.00001175,1.35E-05,0.000009251,0.00001061
542,0.00001443,1.53E-05,0.00001656,9.91E-07,6.35E-05,0.00001897,0.00001731,1.16E-05,1.30E-05,9.29E-06,5.67E-08,1.73E-05,4.36E-23,6.30E-06,6.30E-06,0.000007706,8.96E-06,0.0000117,0.00001324,0.000009148,0.00001844,2.17E-08,0.00005649,0.00001185,1.35E-05,0.000009416,0.00001084
543,0.00001443,1.55E-05,0.00001659,0.000001137,7.36E-05,0.00003556,0.00001367,1.18E-05,1.30E-05,9.65E-06,5.39E-08,1.37E-05,6.58E-10,6.53E-06,6.50E-06,0.000008019,9.09E-06,0.00001809,0.00001322,9.39E-06,0.0000209,2.66E-08,0.00006499,0.00001195,1.36E-05,0.000009598,1.11E-05
544,0.00001443,1.55E-05,0.00001662,1.32E-06,0.00007703,0.00005396,0.00001239,1.21E-05,1.30E-05,1.00E-05,5.29E-08,1.24E-05,8.98E-10,6.77E-06,6.69E-06,0.000008694,9.20E-06,2.62E-05,0.00001322,0.000009492,0.0000228,3.21E-08,7.00E-05,0.00001205,1.36E-05,0.000009793,0.00001126
545,1.44E-05,1.56E-05,0.00001664,0.000001548,0.00007256,0.00006934,0.00001244,1.23E-05,1.34E-05,1.04E-05,5.47E-08,1.24E-05,1.17E-09,7.04E-06,7.01E-06,0.000009244,9.29E-06,0.00003399,1.32E-05,0.000009682,0.00002395,3.75E-08,0.00007109,0.00001213,1.37E-05,0.000009999,0.00001145
546,0.00001445,1.57E-05,0.00001665,0.00000183,0.00006281,0.00007904,0.00001265,1.25E-05,1.37E-05,1.07E-05,5.04E-08,1.27E-05,1.52E-09,7.28E-06,7.30E-06,0.000009287,9.37E-06,3.94E-05,1.32E-05,0.000009793,0.00002419,4.23E-08,0.00007008,0.00001222,1.38E-05,0.00001021,0.00001166
547,0.00001446,1.58E-05,0.00001667,0.000002148,0.00005045,0.00007504,0.00001193,1.28E-05,1.39E-05,1.11E-05,5.16E-08,1.19E-05,2.33E-09,7.55E-06,7.40E-06,0.000008575,9.49E-06,0.00004011,0.00001322,0.000009844,0.00002349,4.59E-08,0.00006351,0.00001232,1.38E-05,0.00001041,0.00001187
548,0.00001445,1.58E-05,0.00001668,0.000002497,0.00003799,0.00005652,0.000009987,1.30E-05,1.40E-05,1.15E-05,5.88E-08,9.99E-06,4.00E-09,7.82E-06,7.67E-06,7.30E-06,9.63E-06,0.00003562,0.00001323,0.000009943,0.0000221,4.78E-08,5.11E-05,0.00001242,1.39E-05,0.00001061,0.00001205
549,1.44E-05,1.58E-05,1.67E-05,0.000002885,0.00002798,0.00002867,0.000007257,1.33E-05,1.41E-05,1.19E-05,6.08E-08,7.26E-06,6.95E-09,8.12E-06,8.05E-06,0.000005899,9.77E-06,2.74E-05,0.00001323,0.00001015,2.03E-05,4.74E-08,0.00003534,0.00001252,1.39E-05,0.00001079,0.00001224
550,0.00001442,1.59E-05,1.67E-05,0.000003327,0.00002223,0.00001174,0.00000555,1.35E-05,1.40E-05,1.22E-05,6.73E-08,5.55E-06,1.16E-08,8.42E-06,8.28E-06,0.000005344,9.89E-06,0.00002045,0.00001323,0.00001029,0.00001824,4.48E-08,0.00002383,0.00001261,1.40E-05,0.00001096,0.00001246
551,0.00001438,1.60E-05,1.67E-05,0.000003752,0.00001933,0.000006672,0.000004982,1.38E-05,1.41E-05,1.26E-05,7.50E-08,4.98E-06,1.87E-08,8.74E-06,8.51E-06,0.000005373,1.00E-05,0.00001632,0.00001324,0.00001036,0.00001614,4.10E-08,1.72E-05,1.27E-05,1.40E-05,0.00001114,1.27E-05
552,0.00001433,1.60E-05,0.00001668,0.000004058,0.00001655,0.000006187,0.000004939,1.41E-05,1.40E-05,1.30E-05,7.80E-08,4.94E-06,3.02E-08,9.05E-06,8.85E-06,0.000005736,1.02E-05,0.00001454,0.00001324,0.00001062,0.00001428,3.79E-08,0.00001286,0.00001279,1.41E-05,1.13E-05,0.00001288
553,0.00001427,1.61E-05,0.00001666,0.000004222,0.00001368,0.000006238,0.000005,1.43E-05,1.43E-05,1.34E-05,8.45E-08,5.00E-06,4.83E-08,9.41E-06,9.07E-06,6.15E-06,1.04E-05,0.00001271,0.00001324,1.08E-05,0.00001283,3.58E-08,0.000009638,1.29E-05,1.41E-05,0.00001154,0.00001307
554,0.0000142,1.62E-05,0.00001665,0.00000428,0.00001075,0.000006164,0.00000504,1.46E-05,1.47E-05,1.38E-05,8.94E-08,5.04E-06,7.52E-08,9.73E-06,9.44E-06,0.00000665,1.06E-05,0.00001007,0.00001324,0.00001088,0.00001184,3.48E-08,0.000007167,0.000013,1.41E-05,0.00001177,0.00001329
555,1.41E-05,1.62E-05,0.00001663,0.000004298,0.000007993,0.000006123,0.000005014,1.49E-05,1.46E-05,1.42E-05,9.02E-08,5.01E-06,1.13E-07,1.01E-05,9.79E-06,0.000007377,1.08E-05,0.000006792,0.00001324,0.00001117,1.13E-05,3.50E-08,0.000005343,0.00001309,1.41E-05,0.00001202,0.00001351
556,1.41E-05,1.63E-05,0.00001662,0.000004372,5.91E-06,0.000006112,0.000004863,1.51E-05,1.47E-05,1.46E-05,9.95E-08,4.86E-06,1.66E-07,1.05E-05,1.02E-05,0.000008517,1.10E-05,0.000005186,0.00001324,0.00001142,0.00001099,3.59E-08,0.000004012,0.00001317,1.41E-05,0.00001227,0.0000137
557,0.00001402,1.63E-05,0.0000166,0.000004533,0.000004617,0.000006122,0.000004668,1.53E-05,1.48E-05,1.49E-05,1.08E-07,4.67E-06,2.42E-07,1.08E-05,1.05E-05,0.000009656,1.12E-05,4.57E-06,0.00001324,0.00001162,0.00001077,3.71E-08,0.000003088,0.00001327,1.41E-05,0.00001252,0.00001389
558,0.00001396,1.64E-05,0.00001657,4.78E-06,0.000004032,0.000006146,0.000004517,1.56E-05,1.48E-05,1.53E-05,1.17E-07,4.52E-06,3.50E-07,0.000011225,1.09E-05,0.00001042,1.15E-05,0.000004323,0.00001324,0.00001176,0.00001056,3.79E-08,0.000002482,0.00001338,1.41E-05,0.00001276,1.41E-05
559,1.39E-05,1.64E-05,0.00001654,0.000005089,0.000003743,6.18E-06,0.000004511,1.58E-05,1.48E-05,1.56E-05,1.42E-07,4.51E-06,5.02E-07,1.16E-05,1.12E-05,0.00001049,1.17E-05,0.000004058,0.00001324,0.00001185,0.00001046,3.80E-08,0.000002093,0.00001348,1.41E-05,0.00001299,0.00001433
560,0.00001386,1.65E-05,0.00001652,0.000005456,3.58E-06,0.000006231,0.00000467,1.60E-05,1.54E-05,1.60E-05,1.74E-07,4.67E-06,7.06E-07,0.000012025,1.16E-05,0.000009849,1.20E-05,0.000003808,0.00001324,0.00001206,0.00001051,3.72E-08,0.000001838,1.36E-05,1.41E-05,1.32E-05,0.00001452
561,0.00001381,1.65E-05,0.00001649,0.000005972,0.000003459,0.000006289,0.000004991,1.63E-05,1.54E-05,1.63E-05,2.04E-07,4.99E-06,9.72E-07,1.25E-05,1.20E-05,0.000008611,1.23E-05,0.000003643,0.00001323,1.23E-05,0.00001059,3.94E-08,0.000001662,0.00001366,1.41E-05,0.00001343,0.00001471
562,0.00001376,1.65E-05,0.00001645,0.000006809,0.000003369,0.000006352,0.000005446,1.66E-05,1.55E-05,1.67E-05,2.28E-07,5.45E-06,1.31E-06,1.29E-05,1.23E-05,0.000007259,1.26E-05,3.72E-06,0.00001323,0.0000125,0.00001063,4.96E-08,0.000001538,0.00001376,1.41E-05,0.00001368,0.00001493
563,0.0000137,1.66E-05,0.00001641,0.000008596,3.29E-06,0.000006428,6.01E-06,1.68E-05,1.53E-05,1.71E-05,2.81E-07,6.02E-06,1.75E-06,1.33E-05,1.29E-05,0.000006878,1.29E-05,4.86E-06,0.00001322,0.00001271,0.00001067,6.82E-08,1.44E-06,0.00001387,1.41E-05,0.00001395,0.00001516
564,0.00001365,1.66E-05,0.00001637,0.00001271,0.000003233,0.000006522,0.000006776,1.71E-05,1.58E-05,1.75E-05,4.89E-07,6.78E-06,2.28E-06,1.38E-05,1.34E-05,0.000008053,1.32E-05,0.000007513,0.00001322,1.29E-05,1.07E-05,9.48E-08,0.000001349,0.00001397,1.41E-05,0.00001424,0.00001535
565,0.0000136,1.67E-05,0.00001632,0.00002043,0.000003194,0.000006641,0.000007822,1.73E-05,1.60E-05,1.79E-05,9.82E-07,7.82E-06,2.93E-06,1.43E-05,1.37E-05,0.00001105,1.35E-05,0.00001188,1.32E-05,0.0000131,0.00001081,1.28E-07,1.28E-06,0.00001406,1.41E-05,0.00001455,0.00001554
566,0.00001355,1.67E-05,0.00001628,0.0000316,3.18E-06,0.000006775,0.000009106,1.76E-05,1.55E-05,1.82E-05,1.74E-06,9.11E-06,3.70E-06,1.47E-05,1.42E-05,0.00001586,1.37E-05,0.00001772,0.0000132,0.00001332,0.00001092,1.64E-07,0.00000123,1.41E-05,1.41E-05,1.49E-05,0.00001575
567,0.00001349,1.68E-05,0.00001623,0.00004355,0.000003193,6.92E-06,0.0000105,1.78E-05,1.57E-05,1.86E-05,2.58E-06,1.05E-05,4.60E-06,1.52E-05,1.48E-05,0.00002077,1.40E-05,0.00002432,0.0000132,0.00001343,0.00001104,2.00E-07,0.000001198,0.00001425,1.40E-05,0.00001518,1.60E-05
568,0.00001343,1.68E-05,0.00001618,0.00005291,0.000003232,0.000007078,0.00001177,1.80E-05,1.59E-05,1.89E-05,3.27E-06,1.18E-05,5.62E-06,1.57E-05,1.53E-05,0.00002415,1.42E-05,0.00003038,0.0000132,0.0000136,0.00001116,2.33E-07,0.000001168,0.00001435,1.40E-05,0.00001549,0.00001615
569,0.00001338,1.68E-05,1.61E-05,5.56E-05,0.000003305,0.000007224,1.25E-05,1.82E-05,1.62E-05,1.92E-05,3.48E-06,1.25E-05,6.75E-06,1.62E-05,1.58E-05,0.00002447,1.45E-05,0.00003327,0.0000132,0.00001383,0.00001129,2.60E-07,0.000001129,0.00001446,1.40E-05,0.00001578,0.00001634
570,0.00001335,1.68E-05,0.00001606,0.00004862,3.40E-06,0.000007324,0.00001193,1.84E-05,1.63E-05,1.96E-05,2.89E-06,1.19E-05,8.00E-06,1.67E-05,1.61E-05,0.00002108,1.47E-05,0.0000326,0.0000132,0.00001399,1.15E-05,2.79E-07,0.00000107,0.00001454,1.40E-05,0.00001606,0.00001654
571,0.00001333,1.68E-05,0.000016,0.00003443,0.000003551,0.000007747,0.00001023,1.87E-05,1.64E-05,1.99E-05,1.74E-06,1.02E-05,9.36E-06,1.72E-05,1.67E-05,0.00001569,1.49E-05,0.00002882,1.32E-05,0.00001416,0.00001184,3.04E-07,0.000001046,0.00001463,1.40E-05,0.00001634,0.00001675
572,0.00001331,1.68E-05,0.00001593,0.00002194,0.000003817,0.000009153,0.000008342,1.89E-05,1.65E-05,2.03E-05,9.67E-07,8.34E-06,1.08E-05,1.78E-05,1.73E-05,0.00001051,1.52E-05,0.00002321,0.00001322,0.00001435,0.00001227,3.48E-07,0.000001169,0.00001474,1.40E-05,0.00001665,0.00001693
573,0.00001329,1.68E-05,0.00001586,0.00001549,0.000004359,0.00001456,0.000007302,1.91E-05,1.64E-05,2.06E-05,7.02E-07,7.30E-06,1.24E-05,1.83E-05,1.77E-05,0.000007936,1.56E-05,0.00001752,0.00001323,0.00001455,0.00001283,4.13E-07,0.000001833,0.00001484,1.41E-05,0.00001698,0.0000171
574,0.00001329,1.68E-05,0.00001579,1.45E-05,0.000005235,0.00002539,0.000007215,1.94E-05,1.65E-05,2.09E-05,8.16E-07,7.22E-06,1.40E-05,1.88E-05,1.83E-05,0.000007096,1.59E-05,0.00001391,0.00001324,0.00001477,0.00001347,4.98E-07,0.000003231,0.00001495,1.41E-05,0.00001732,0.0000173
575,0.00001331,1.68E-05,0.00001571,1.52E-05,0.000006449,0.00004198,0.00000761,1.96E-05,1.68E-05,2.13E-05,9.72E-07,7.61E-06,1.57E-05,1.93E-05,1.90E-05,7.16E-06,1.62E-05,0.00001449,0.00001325,0.00001503,1.41E-05,5.97E-07,0.000005432,1.50E-05,1.42E-05,0.00001767,0.00001749
576,0.00001333,1.69E-05,1.56E-05,0.00001663,0.000008156,0.00006283,0.000008142,1.98E-05,1.68E-05,2.15E-05,1.18E-06,8.14E-06,1.74E-05,1.99E-05,1.93E-05,0.000007546,1.65E-05,0.00001804,1.33E-05,0.0000153,0.00001464,7.02E-07,0.000008391,0.00001512,1.42E-05,0.00001803,0.00001765
577,0.00001334,1.69E-05,0.00001555,0.00001859,0.00001007,0.00008051,0.000008577,2.00E-05,1.69E-05,2.18E-05,1.45E-06,8.58E-06,1.92E-05,2.04E-05,1.99E-05,0.000008036,1.68E-05,0.00002174,0.00001327,0.00001552,0.00001505,8.05E-07,0.00001134,0.00001523,1.43E-05,0.00001837,0.00001781
578,0.00001333,1.69E-05,0.00001547,2.11E-05,0.00001186,0.00008697,0.000008768,2.02E-05,1.70E-05,2.21E-05,1.78E-06,8.77E-06,2.10E-05,2.09E-05,2.04E-05,0.000008461,1.71E-05,0.00002278,0.00001328,0.00001568,0.00001533,8.94E-07,0.00001342,0.00001534,1.44E-05,0.0000187,0.00001799
579,0.00001331,1.70E-05,0.00001538,2.43E-05,0.00001338,7.74E-05,0.000008737,2.04E-05,1.71E-05,2.24E-05,2.13E-06,8.74E-06,2.27E-05,2.15E-05,2.10E-05,8.73E-06,1.74E-05,0.00002032,0.00001329,0.00001587,1.54E-05,9.64E-07,0.00001402,0.00001544,1.45E-05,0.00001902,0.00001817
580,0.00001327,1.70E-05,0.00001528,0.00002832,0.00001484,0.00005768,0.00000863,2.06E-05,1.73E-05,2.27E-05,2.52E-06,8.63E-06,2.45E-05,2.20E-05,2.15E-05,0.00000908,1.77E-05,0.00001566,0.0000133,1.61E-05,0.00001535,0.000001011,0.00001373,0.00001553,1.46E-05,0.00001931,0.00001832
581,1.32E-05,1.69E-05,0.00001519,0.00003321,0.00001627,0.00003507,0.000008638,2.07E-05,1.74E-05,2.29E-05,3.01E-06,8.64E-06,2.61E-05,2.25E-05,2.21E-05,0.000009774,1.79E-05,0.00001039,0.00001331,0.00001649,0.00001518,0.00000107,0.00001316,0.00001562,1.47E-05,0.0000196,1.85E-05
582,0.00001313,1.69E-05,0.00001509,0.00003899,0.00001732,0.00001833,0.000008973,2.08E-05,1.76E-05,2.31E-05,3.45E-06,8.97E-06,2.77E-05,2.30E-05,2.26E-05,1.11E-05,1.82E-05,0.000006322,0.00001333,0.00001653,0.00001495,0.000001184,0.00001275,0.00001572,1.48E-05,0.0000199,0.00001864
583,0.00001302,1.68E-05,1.50E-05,0.00004458,0.0000185,0.00001008,0.00001015,2.10E-05,1.75E-05,2.33E-05,3.07E-06,1.02E-05,2.93E-05,2.35E-05,2.32E-05,0.00001366,1.85E-05,0.000004179,0.00001334,0.00001651,0.00001471,0.000001359,0.0000131,0.00001583,1.48E-05,2.02E-05,0.00001881
584,1.29E-05,1.68E-05,0.00001487,0.00004836,0.00001974,0.000008819,0.00001243,2.11E-05,1.75E-05,2.35E-05,9.13E-06,1.24E-05,3.08E-05,2.40E-05,2.37E-05,0.00001799,1.89E-05,0.00000425,1.34E-05,0.00001695,0.00001449,0.000001592,0.00001412,0.00001593,1.48E-05,0.00002052,0.00001895
585,0.00001278,1.68E-05,0.00001476,4.81E-05,0.0000205,0.00000838,0.0000159,2.12E-05,1.77E-05,2.37E-05,3.65E-05,1.59E-05,3.23E-05,2.45E-05,2.41E-05,0.00002396,1.92E-05,0.000006303,0.00001338,1.72E-05,0.00001435,0.000001871,0.00001508,0.00001602,1.46E-05,0.00002083,0.00001909
586,0.00001265,1.68E-05,1.47E-05,0.00004256,0.00002085,0.000008336,0.00001948,2.13E-05,1.77E-05,2.39E-05,0.00010778,1.95E-05,3.37E-05,2.49E-05,2.46E-05,2.96E-05,1.95E-05,1.11E-05,0.0000134,1.74E-05,1.43E-05,0.000002175,0.00001579,0.00001611,1.44E-05,0.00002114,0.00001926
587,0.00001253,1.68E-05,0.00001453,0.00003277,0.00002083,8.30E-06,0.00002241,2.14E-05,1.81E-05,2.40E-05,0.000214258,2.24E-05,3.51E-05,2.53E-05,2.50E-05,0.00003335,2.00E-05,0.00001892,0.00001342,0.00001771,0.00001434,0.000002477,0.00001596,0.00001622,1.42E-05,2.14E-05,0.00001941
588,0.00001242,1.68E-05,0.00001441,2.17E-05,0.00002037,0.000008285,0.00002413,2.15E-05,1.78E-05,2.42E-05,0.000328397,2.41E-05,3.64E-05,2.58E-05,2.56E-05,0.00003529,2.04E-05,0.00002967,0.00001344,0.00001789,0.00001438,0.000002752,0.00001528,1.63E-05,1.39E-05,0.00002168,0.00001954
589,0.00001234,1.68E-05,1.43E-05,0.00001577,0.00001855,0.000008278,0.00002445,2.17E-05,1.81E-05,2.43E-05,0.000405411,2.45E-05,3.76E-05,2.61E-05,2.60E-05,0.00003704,2.09E-05,4.04E-05,0.00001347,0.00001822,0.0000144,0.00000298,0.00001355,0.00001643,1.38E-05,0.00002192,0.00001967
590,0.00001229,1.67E-05,0.00001416,0.00001749,1.63E-05,0.000008263,0.00002594,2.18E-05,1.84E-05,2.45E-05,0.000381714,2.59E-05,3.87E-05,2.66E-05,2.64E-05,4.15E-05,2.13E-05,0.00004807,0.00001351,0.00001848,0.00001441,0.000003153,0.00001225,0.00001652,1.37E-05,2.21E-05,0.00001981
591,0.00001227,1.67E-05,0.00001403,0.00002666,0.00001474,0.000008237,0.00003061,2.18E-05,1.81E-05,2.46E-05,0.000237559,3.06E-05,3.96E-05,0.000026925,2.68E-05,0.00004827,2.16E-05,0.0000505,0.00001355,0.0000185,0.00001442,0.000003367,0.00001256,0.00001661,1.37E-05,0.00002235,0.00001994
592,0.00001227,1.66E-05,1.39E-05,0.00003895,1.39E-05,0.000008231,0.00003748,2.19E-05,1.77E-05,2.47E-05,9.45E-05,3.75E-05,4.05E-05,2.73E-05,2.72E-05,0.00005472,2.20E-05,0.00004699,0.00001359,0.00001864,0.00001443,3.74E-06,0.0000138,0.00001671,1.37E-05,0.00002256,0.00002005
593,0.00001229,1.66E-05,0.00001377,0.00004982,1.30E-05,0.000008252,4.27E-05,2.20E-05,1.81E-05,2.48E-05,1.32E-05,4.27E-05,4.12E-05,2.76E-05,2.78E-05,0.00005594,2.23E-05,0.00004011,0.00001363,0.00001899,1.44E-05,0.000004287,0.00001443,1.68E-05,1.38E-05,0.00002278,0.00002015
594,1.23E-05,1.66E-05,0.00001362,0.00005627,1.17E-05,0.000008298,0.0000444,2.21E-05,1.83E-05,2.49E-05,4.36E-06,4.44E-05,4.19E-05,2.80E-05,2.79E-05,0.00005249,2.27E-05,0.00003252,0.00001367,0.00001941,0.00001445,0.000005002,0.00001361,0.00001693,1.39E-05,0.00002298,0.00002027
595,0.00001238,1.65E-05,0.00001347,0.00005698,0.000009777,0.000008341,0.00004348,2.21E-05,1.88E-05,2.50E-05,2.11E-06,4.35E-05,4.25E-05,2.82E-05,2.83E-05,0.00004695,2.31E-05,0.00002728,1.37E-05,0.00001957,0.00001448,5.85E-06,1.14E-05,0.00001701,1.40E-05,0.00002318,2.04E-05
596,0.00001242,1.65E-05,0.0000133,0.00005444,0.000008531,0.000008385,0.00004143,2.21E-05,1.83E-05,2.50E-05,2.55E-06,4.14E-05,4.31E-05,2.85E-05,2.89E-05,0.00004165,2.35E-05,0.00002356,0.00001376,0.00001979,0.00001451,0.000006763,0.00000992,0.0000171,1.42E-05,0.00002336,0.00002047
